Plot;Harvest;Species;Infection;Notes
94;A17;Hl;1;
94;A17;Ra;1;
94;A17;To;1;
95;A17;Dc;0.5;
96;A17;Cj;1;
97;A17;Fr;0.95;
98;A17;Am;0.8;
98;A17;Ao;0.3;
98;A17;Be;0.9;
98;A17;Cj;0.9;
98;A17;Dc;NA;set to associated monoculture value
98;A17;Hp;1;
98;A17;Pm;0;
98;A17;Sp;0.15;
99;A17;Am;0.6;
99;A17;Ao;0.75;
99;A17;Be;1;
99;A17;Cb;1;
99;A17;Cj;1;
99;A17;Dc;NA;set to associated monoculture value
99;A17;Dg;1;
99;A17;Fr;0.3;
99;A17;Ga;1;
99;A17;Hl;1;
99;A17;Hp;1;
99;A17;Lp;1;
99;A17;Pg;1;
99;A17;Pm;0.1;
99;A17;Pt;NA;set to associated monoculture value
99;A17;Ra;NA;set to associated monoculture value
99;A17;Sp;0.5;
99;A17;To;1;
100;A17;Be;0.8;
100;A17;Cb;1;
100;A17;Dc;0;
100;A17;Dg;0.5;
100;A17;Hl;1;
100;A17;Hp;1;
100;A17;Pg;0.8;
100;A17;Ra;1;
101;A17;Dg;1;
101;A17;Lp;1;
101;A17;To;1;
102;A17;Cb;1;
102;A17;Ga;1;
102;A17;Hl;0.9;
103;A17;Cb;1;
103;A17;Ga;0.8;
103;A17;Hl;0.9;
103;A17;Lp;1;
103;A17;Pt;0.33;
103;A17;Ra;0.6;
103;A17;To;1;
104;A17;Dg;1;
104;A17;Lp;1;
104;A17;Ra;1;
105;A17;Am;0.8;
105;A17;Ao;0.8;
105;A17;Cb;1;
105;A17;Ga;1;
105;A17;Pm;0.4;
105;A17;Sp;0.3;
106;A17;Dg;1;
106;A17;Lp;1;
106;A17;Pt;1;
106;A17;To;0.8;
107;A17;Be;0.8;
107;A17;Dc;0.5;
107;A17;Fr;0.95;
107;A17;Ga;1;
107;A17;Lp;1;
107;A17;Pt;0.33;
107;A17;Sp;0.05;
107;A17;To;1;
108;A17;Cj;0.9;
108;A17;Dg;0.9;
108;A17;Sp;0.05;
108;A17;To;1;
109;A17;Hp;1;
109;A17;Pg;1;
109;A17;Pm;0.05;
109;A17;Sp;0.3;
110;A17;Cj;1;
110;A17;Fr;1;
110;A17;Ga;1;
110;A17;Pm;0.05;
110;A17;Pt;0.5;
110;A17;Sp;0.1;
110;A17;To;NA;set to associated monoculture value
111;A17;Ao;0.9;
111;A17;Dg;1;
111;A17;Hp;0.95;
111;A17;Ra;0.4;
112;A17;Am;0.2;
112;A17;Ao;0.7;
112;A17;Dc;0;
112;A17;Pm;0.7;
113;A17;Cb;1;
114;A17;Pt;0.15;
115;A17;To;1;
116;A17;Cb;1;
116;A17;Ga;1;
116;A17;Hl;1;
116;A17;Lp;1;
117;A17;Am;0.4;
117;A17;Ao;1;
117;A17;Be;0.8;
117;A17;Cb;1;
117;A17;Cj;0.9;
117;A17;Dc;0;
117;A17;Dg;0.8;
117;A17;Fr;0.5;
117;A17;Ga;1;
117;A17;Hl;1;
117;A17;Hp;1;
117;A17;Lp;1;
117;A17;Pg;1;
117;A17;Pm;0;
117;A17;Pt;0;
117;A17;Ra;1;
117;A17;Sp;0;
117;A17;To;1;
118;A17;Am;0.8;
118;A17;Ao;NA;set to associated monoculture value
118;A17;Be;0.9;
118;A17;Cj;1;
118;A17;Fr;0.8;
118;A17;Hp;0.9;
118;A17;Pg;1;
118;A17;Sp;0.05;
120;A17;Am;0.8;
120;A17;Ao;0.8;
120;A17;Be;0.9;
120;A17;Cj;0.8;
120;A17;Dc;0;
120;A17;Fr;0.9;
120;A17;Hp;1;
120;A17;Pm;0.15;
121;A17;Hp;1;
122;A17;Dc;0;
122;A17;Hl;1;
122;A17;Hp;0.9;
122;A17;Pg;0.9;
122;A17;Pm;0.05;
122;A17;To;1;
123;A17;Ao;0.8;
123;A17;Be;0.75;
123;A17;Cb;1;
123;A17;Cj;1;
123;A17;Hl;1;
123;A17;Hp;0.9;
123;A17;Lp;1;
123;A17;To;0.75;
124;A17;Be;0.95;
124;A17;Cj;1;
124;A17;Dc;0;
124;A17;Pm;0;
125;A17;Ao;0;
125;A17;Be;0.9;
125;A17;Cj;1;
125;A17;Dc;0;
125;A17;Fr;0.8;
125;A17;Pg;0.9;
125;A17;Pm;0;
125;A17;Sp;0.05;
126;A17;Sp;0.1;
127;A17;Ao;0.66;
127;A17;Cj;0.9;
127;A17;Fr;0.9;
127;A17;Pg;1;
128;A17;Ao;0.25;
128;A17;Cj;1;
128;A17;Dc;0;
128;A17;Sp;0.1;
129;A17;Dg;1;
130;A17;Hl;0.95;
131;A17;Cb;1;
131;A17;Dg;1;
131;A17;Ga;1;
131;A17;Lp;0.95;
131;A17;Pt;0.33;
131;A17;Ra;1;
131;A17;To;1;
132;A17;Cb;1;
132;A17;Dg;1;
132;A17;Ga;1;
132;A17;Lp;1;
132;A17;Pt;0;
132;A17;Ra;1;
133;A17;Ao;1;
133;A17;Dc;0;
133;A17;Fr;1;
133;A17;Pm;0.15;
134;A17;Am;0.95;
135;A17;Ga;1;
135;A17;Hl;1;
135;A17;Lp;1;
135;A17;Pt;NA;set to associated monoculture value
135;A17;Ra;0.66;
135;A17;To;0.9;
136;A17;Cb;1;
136;A17;Dg;1;
136;A17;Hl;1;
136;A17;Lp;1;
136;A17;Pt;0;
136;A17;To;1;
137;A17;Am;0.7;
137;A17;Dg;1;
137;A17;Sp;0.3;
138;A17;Be;0.9;
138;A17;Ga;1;
138;A17;Pm;0.15;
138;A17;To;NA;set to associated monoculture value
139;A17;Cb;1;
139;A17;Dg;0.9;
139;A17;Pt;0.4;
139;A17;To;0.9;
140;A17;Dg;0.7;
140;A17;Ga;1;
140;A17;Ra;0.4;
141;A17;Ao;1;
141;A17;Be;0.85;
141;A17;Cj;0.8;
141;A17;Dc;0;
141;A17;Fr;1;
141;A17;Hp;1;
141;A17;Pg;1;
141;A17;Pm;0.1;
142;A17;Dg;1;
142;A17;Ga;1;
142;A17;Ra;0.85;
143;A17;Dc;0;
143;A17;Lp;1;
143;A17;Pm;0.1;
143;A17;To;1;
144;A17;Cb;1;
144;A17;Hp;1;
144;A17;Lp;1;
144;A17;Pg;1;
145;A17;Am;0.7;
145;A17;Ga;0.9;
145;A17;Lp;1;
145;A17;Sp;0;
146;A17;Ga;1;
147;A17;Ao;1;
147;A17;Cb;1;
147;A17;Dg;0.5;
147;A17;Ga;1;
147;A17;Hp;1;
147;A17;Pg;0.8;
147;A17;Ra;1;
147;A17;Sp;0.1;
148;A17;Be;1;
149;A17;Dc;NA;set to associated monoculture value
149;A17;Hp;1;
149;A17;Pg;1;
149;A17;Sp;0.25;
150;A17;Am;0.9;
150;A17;Ao;0.9;
150;A17;Be;1;
150;A17;Cj;0.9;
150;A17;Dc;0;
150;A17;Pg;1;
150;A17;Pm;0.15;
150;A17;Sp;0.2;
151;A17;Am;0.8;
151;A17;Dc;0;
151;A17;Lp;1;
151;A17;To;0.8;
152;A17;Fr;0.9;
152;A17;Pt;NA;set to associated monoculture value
152;A17;Ra;NA;set to associated monoculture value
152;A17;Sp;0.05;
153;A17;Am;0.9;
153;A17;Be;0.6;
153;A17;Cj;0.9;
153;A17;Dc;0.15;
153;A17;Hp;1;
153;A17;Pg;1;
153;A17;Pm;0.1;
153;A17;Sp;0.2;
154;A17;Dg;0.66;
154;A17;Ga;1;
154;A17;Hl;1;
154;A17;Lp;1;
154;A17;Pt;NA;set to associated monoculture value
154;A17;To;0.7;
155;A17;Am;0.75;
155;A17;Ao;1;
155;A17;Be;1;
155;A17;Dc;0.33;
155;A17;Fr;0.9;
155;A17;Hp;0.7;
155;A17;Pm;0.2;
155;A17;Sp;0.2;
157;A17;Am;0.5;
157;A17;Ao;NA;set to associated monoculture value
157;A17;Fr;0.9;
157;A17;Hp;0.9;
158;A17;Am;1;
158;A17;Ao;NA;set to associated monoculture value
158;A17;Be;1;
158;A17;Cb;0.8;
158;A17;Cj;1;
158;A17;Dc;0;
158;A17;Dg;1;
158;A17;Fr;0.6;
158;A17;Ga;NA;set to associated monoculture value
158;A17;Hl;1;
158;A17;Hp;1;
158;A17;Lp;1;
158;A17;Pg;0.75;
158;A17;Pm;0;
158;A17;Pt;0.33;
158;A17;Ra;0;
158;A17;Sp;0;
158;A17;To;1;
159;A17;Dg;1;
159;A17;Lp;1;
159;A17;Pt;0;
160;A17;Am;0.7;
160;A17;Cj;1;
160;A17;Fr;0.4;
160;A17;Hp;1;
161;A17;Cb;1;
161;A17;Dg;1;
161;A17;Ga;0.9;
161;A17;Hl;1;
161;A17;Lp;1;
161;A17;To;1;
162;A17;Am;0.6;
162;A17;Ao;0.8;
162;A17;Be;1;
162;A17;Fr;0.9;
162;A17;Hp;0.9;
162;A17;Pg;1;
162;A17;Pm;0.2;
162;A17;Sp;0.1;
163;A17;Dc;0;
163;A17;Dg;0.75;
163;A17;Ga;0.9;
163;A17;Hl;1;
163;A17;Hp;1;
163;A17;Lp;1;
163;A17;Pg;0.9;
163;A17;Pm;0.1;
164;A17;Pm;0.2;
165;A17;Dg;1;
165;A17;Hl;1;
165;A17;Pt;0.1;
166;A17;Am;0.75;
166;A17;Ao;1;
166;A17;Be;1;
166;A17;Cb;0.5;
166;A17;Cj;0.9;
166;A17;Dc;0;
166;A17;Dg;1;
166;A17;Fr;0.5;
166;A17;Ga;1;
166;A17;Hl;0.5;
166;A17;Hp;0.8;
166;A17;Lp;1;
166;A17;Pg;1;
166;A17;Pm;0.2;
166;A17;Pt;NA;set to associated monoculture value
166;A17;Ra;NA;set to associated monoculture value
166;A17;Sp;0.3;
166;A17;To;0.85;
167;A17;Ra;1;
168;A17;Ao;0.8;
168;A17;Dc;0;
168;A17;Dg;0.9;
168;A17;To;0.9;
169;A17;Dg;1;
170;A17;Am;0.9;
170;A17;Ao;1;
170;A17;Cb;1;
170;A17;Ga;1;
170;A17;Pm;0;
170;A17;Sp;0.3;
171;A17;Am;0.8;
171;A17;Ao;0.5;
171;A17;Be;1;
171;A17;Cb;0.8;
171;A17;Cj;0.8;
171;A17;Dc;0;
171;A17;Dg;1;
171;A17;Fr;0.9;
171;A17;Ga;1;
171;A17;Hl;1;
171;A17;Hp;1;
171;A17;Lp;1;
171;A17;Pg;1;
171;A17;Pm;0;
171;A17;Pt;0;
171;A17;Ra;0.33;
171;A17;Sp;0;
171;A17;To;1;
172;A17;Cb;1;
172;A17;Hp;1;
172;A17;Lp;1;
172;A17;Pg;0.5;
173;A17;Am;0.85;
173;A17;Ao;0.5;
173;A17;Dc;0.5;
173;A17;Pm;0.05;
174;A17;Am;0.6;
174;A17;Ao;0.9;
174;A17;Be;NA;set to associated monoculture value
174;A17;Cj;0.9;
174;A17;Dc;0;
174;A17;Fr;0.9;
174;A17;Hp;0.5;
174;A17;Pm;0.15;
175;A17;Ao;0.8;
175;A17;Cj;0.8;
175;A17;Dc;0;
175;A17;Sp;0.1;
176;A17;Dc;0.5;
177;A17;Cb;1;
177;A17;Dg;1;
177;A17;Ga;1;
177;A17;Hl;1;
177;A17;Lp;1;
177;A17;To;0.9;
178;A17;Pm;0.05;
179;A17;Ao;0.9;
179;A17;Dc;0;
179;A17;Dg;1;
179;A17;To;0.8;
180;A17;Am;0.4;
180;A17;Ao;0.5;
180;A17;Be;0.8;
180;A17;Dc;NA;set to associated monoculture value
180;A17;Fr;0.9;
180;A17;Hp;0.9;
180;A17;Pm;0.25;
180;A17;Sp;0;
181;A17;Dc;0;
181;A17;Hp;1;
181;A17;Pg;1;
181;A17;Sp;0.2;
182;A17;Ga;1;
183;A17;Cb;1;
183;A17;Dg;0.9;
183;A17;Hl;0.95;
183;A17;Lp;1;
183;A17;Pt;0.1;
183;A17;To;0.9;
184;A17;Dg;1;
184;A17;Ga;1;
184;A17;Ra;0.95;
185;A17;Dc;0;
185;A17;Hl;1;
185;A17;Hp;1;
185;A17;Pg;1;
185;A17;Pm;0;
185;A17;To;1;
186;A17;Ao;0.5;
186;A17;Be;1;
186;A17;Cj;1;
186;A17;Dc;0;
186;A17;Fr;1;
186;A17;Hp;1;
186;A17;Pg;0.9;
186;A17;Pm;0.1;
187;A17;Ao;0.8;
187;A17;Cb;1;
187;A17;Dg;1;
187;A17;Ga;1;
187;A17;Hp;1;
187;A17;Pg;1;
187;A17;Ra;0.5;
187;A17;Sp;0.25;
188;A17;Dg;1;
188;A17;Hl;1;
188;A17;Pt;0.15;
189;A17;Cj;0.9;
189;A17;Fr;0.9;
189;A17;Ga;0.33;
189;A17;Pm;0;
189;A17;Pt;0.66;
189;A17;Sp;0.1;
189;A17;To;1;
190;A17;Am;0.8;
190;A17;Ao;0;
190;A17;Be;1;
190;A17;Cb;0.75;
190;A17;Cj;1;
190;A17;Dc;0;
190;A17;Dg;1;
190;A17;Fr;1;
190;A17;Ga;1;
190;A17;Hl;1;
190;A17;Hp;1;
190;A17;Lp;1;
190;A17;Pg;0.8;
190;A17;Pm;0;
190;A17;Pt;1;
190;A17;Ra;NA;set to associated monoculture value
190;A17;Sp;0.3;
190;A17;To;1;
191;A17;Am;0.5;
191;A17;Dg;1;
191;A17;Sp;0.4;
192;A17;Cb;1;
192;A17;Ga;1;
192;A17;Hl;1;
192;A17;Lp;1;
192;A17;Pt;0.5;
192;A17;Ra;1;
192;A17;To;1;
193;A17;Am;0.6;
193;A17;Dc;0.1;
193;A17;Lp;1;
193;A17;To;0.8;
194;A17;Dc;0.15;
194;A17;Lp;1;
194;A17;Pm;0.1;
194;A17;To;0.9;
195;A17;Be;0.85;
195;A17;Ga;1;
195;A17;Pm;0.15;
195;A17;To;0.85;
196;A17;Dg;1;
196;A17;Ga;0.9;
196;A17;Hl;1;
196;A17;Lp;1;
196;A17;Pt;NA;set to associated monoculture value
196;A17;To;1;
197;A17;Lp;1;
198;A17;Sp;0.2;
199;A17;Fr;1;
200;A17;Dg;1;
200;A17;Ga;1;
200;A17;Ra;1;
201;A17;Am;0.5;
201;A17;Ao;0.85;
201;A17;Fr;1;
201;A17;Hp;0.8;
202;A17;Cb;1;
203;A17;Am;0.3;
203;A17;Be;0.55;
203;A17;Cj;0.95;
203;A17;Dc;0;
203;A17;Fr;0.9;
203;A17;Pg;1;
203;A17;Pm;0.1;
203;A17;Sp;0.4;
204;A17;Ao;1;
204;A17;Be;1;
204;A17;Cj;1;
204;A17;Dc;NA;set to associated monoculture value
204;A17;Fr;0.8;
204;A17;Pg;1;
204;A17;Pm;0.1;
204;A17;Sp;0.4;
205;A17;Cb;1;
205;A17;Ga;1;
205;A17;Lp;1;
205;A17;Pt;0.1;
205;A17;Ra;1;
205;A17;To;1;
206;A17;Ga;1;
206;A17;Hl;1;
206;A17;Lp;1;
206;A17;Pt;0;
206;A17;Ra;1;
206;A17;To;1;
207;A17;Cj;1;
207;A17;Dg;1;
207;A17;Sp;0.25;
207;A17;To;1;
208;A17;Ao;0.75;
208;A17;Cj;0.95;
208;A17;Fr;0.9;
208;A17;Pg;0.8;
209;A17;Ao;0.5;
209;A17;Cj;1;
209;A17;Hp;0.9;
209;A17;Pg;0.8;
211;A17;Am;0.6;
211;A17;Ao;0.8;
211;A17;Be;1;
211;A17;Cj;1;
211;A17;Dc;NA;set to associated monoculture value
211;A17;Hp;1;
211;A17;Pm;0.6;
211;A17;Sp;0.2;
212;A17;To;1;
213;A17;Am;0.5;
213;A17;Be;0.66;
213;A17;Cj;1;
213;A17;Dc;0;
213;A17;Hp;0.9;
213;A17;Pg;1;
213;A17;Pm;0.15;
213;A17;Sp;0.3;
214;A17;Dg;1;
214;A17;Lp;1;
214;A17;Ra;0.5;
215;A17;Fr;0.8;
215;A17;Pt;0.1;
215;A17;Ra;1;
215;A17;Sp;0.8;
216;A17;Hp;1;
217;A17;Ao;0.8;
217;A17;Be;0.66;
217;A17;Cb;0.9;
217;A17;Cj;1;
217;A17;Hl;1;
217;A17;Hp;1;
217;A17;Lp;1;
217;A17;To;0.66;
218;A17;Dg;1;
218;A17;Lp;1;
218;A17;Pt;0.5;
218;A17;To;0.8;
219;A17;Hl;1;
220;A17;Cb;0.5;
220;A17;Ga;1;
220;A17;Hl;1;
220;A17;Lp;1;
221;A17;Cb;1;
221;A17;Dg;1;
221;A17;Pt;0.15;
221;A17;To;0.9;
222;A17;Am;0.8;
222;A17;Ao;1;
222;A17;Dg;1;
222;A17;Hl;1;
222;A17;Pg;1;
222;A17;Pm;0.2;
222;A17;Ra;1;
223;A17;Am;0.4;
223;A17;Cj;1;
223;A17;Fr;0.7;
223;A17;Hp;1;
224;A17;Be;1;
225;A17;Be;0.5;
225;A17;Cj;1;
225;A17;Dc;NA;set to associated monoculture value
225;A17;Pm;0.05;
226;A17;Am;0.4;
226;A17;Ga;NA;set to associated monoculture value
226;A17;Lp;1;
226;A17;Sp;0.6;
227;A17;Am;0.95;
227;A17;Ao;1;
227;A17;Be;1;
227;A17;Fr;0.9;
227;A17;Hp;1;
227;A17;Pg;1;
227;A17;Pm;0.1;
227;A17;Sp;0.5;
228;A17;Cb;1;
228;A17;Dg;1;
228;A17;Ga;1;
228;A17;Hl;1;
228;A17;Pt;0.2;
228;A17;To;1;
229;A17;Am;0.9;
230;A17;Am;0.9;
230;A17;Ao;0.9;
230;A17;Be;1;
230;A17;Cj;1;
230;A17;Dc;NA;set to associated monoculture value
230;A17;Pg;1;
230;A17;Pm;0.15;
230;A17;Sp;0.1;
231;A17;Be;1;
231;A17;Dc;1;
231;A17;Fr;1;
231;A17;Ga;1;
231;A17;Lp;1;
231;A17;Pt;NA;set to associated monoculture value
231;A17;Sp;0.5;
231;A17;To;1;
232;A17;Pt;0.3;
233;A17;Am;0.5;
233;A17;Ao;1;
233;A17;Be;1;
233;A17;Cb;1;
233;A17;Cj;0.8;
233;A17;Dc;1;
233;A17;Dg;1;
233;A17;Fr;0.8;
233;A17;Ga;NA;set to associated monoculture value
233;A17;Hl;1;
233;A17;Hp;1;
233;A17;Lp;1;
233;A17;Pg;1;
233;A17;Pm;0.1;
233;A17;Pt;0.5;
233;A17;Ra;1;
233;A17;Sp;0.8;
233;A17;To;0.8;
234;A17;Cj;1;
235;A17;Cb;1;
235;A17;Ga;1;
235;A17;Hl;1;
236;A17;Be;1;
236;A17;Dc;0;
236;A17;Ga;1;
236;A17;Lp;1;
236;A17;Pg;1;
236;A17;Pm;0.1;
236;A17;Ra;1;
237;A17;Dg;1;
237;A17;Lp;1;
237;A17;Pt;NA;set to associated monoculture value
238;A17;Ao;1;
238;A17;Dg;1;
238;A17;Hp;1;
238;A17;Ra;0.5;
239;A17;Dg;1;
239;A17;Lp;1;
239;A17;To;1;
240;A17;Dc;0;
240;A17;Dg;1;
240;A17;Ga;1;
240;A17;Hl;1;
240;A17;Hp;NA;set to associated monoculture value
240;A17;Lp;1;
240;A17;Pg;1;
240;A17;Pm;0.1;
241;A17;Be;1;
241;A17;Cb;1;
241;A17;Dc;NA;set to associated monoculture value
241;A17;Dg;1;
241;A17;Hl;1;
241;A17;Hp;1;
241;A17;Pg;1;
241;A17;Ra;0.85;
242;A17;Ao;1;
243;A17;Cb;1;
243;A17;Dg;1;
243;A17;Ga;0.5;
243;A17;Hl;1;
243;A17;Ra;0.9;
243;A17;To;1;
244;A17;Hp;0.9;
244;A17;Pg;0.9;
244;A17;Pm;0.2;
244;A17;Sp;0.3;
245;A17;Ao;1;
245;A17;Dc;NA;set to associated monoculture value
245;A17;Fr;0.8;
245;A17;Pm;0.4;
246;A17;Cb;1;
246;A17;Dg;NA;set to associated monoculture value
246;A17;Ga;1;
246;A17;Lp;0.9;
246;A17;Pt;0.5;
246;A17;Ra;1;
246;A17;To;0.9;
247;A17;Am;0.25;
247;A17;Ao;NA;set to associated monoculture value
247;A17;Be;NA;set to associated monoculture value
247;A17;Cb;1;
247;A17;Cj;1;
247;A17;Dc;0;
247;A17;Dg;1;
247;A17;Fr;0.25;
247;A17;Ga;NA;set to associated monoculture value
247;A17;Hl;1;
247;A17;Hp;1;
247;A17;Lp;0.5;
247;A17;Pg;0.75;
247;A17;Pm;0;
247;A17;Pt;0.4;
247;A17;Ra;1;
247;A17;Sp;0.33;
247;A17;To;0.8;
248;A17;Ra;1;
249;A17;Cb;0.95;
249;A17;Dg;1;
249;A17;Ga;NA;set to associated monoculture value
249;A17;Lp;0.9;
249;A17;Pt;0.66;
249;A17;Ra;1;
250;A17;Pg;1;
252;A17;Am;0.15;
252;A17;Ao;1;
252;A17;Be;1;
252;A17;Cj;1;
252;A17;Fr;1;
252;A17;Hp;1;
252;A17;Pg;1;
252;A17;Sp;0.1;
253;A17;Fr;1;
253;A17;Pt;NA;set to associated monoculture value
253;A17;Ra;1;
253;A17;Sp;0.6;
254;A17;Am;NA;set to associated monoculture value
254;A17;Be;1;
254;A17;Cj;1;
254;A17;Dc;1;
254;A17;Fr;1;
254;A17;Pg;0.8;
254;A17;Pm;0.2;
254;A17;Sp;0.2;
255;A17;Cb;1;
255;A17;Dg;0.9;
255;A17;Pt;0.15;
255;A17;To;1;
256;A17;Hp;1;
256;A17;Pg;1;
256;A17;Pm;0.2;
256;A17;Sp;0.3;
257;A17;Ao;0.8;
257;A17;Dc;0;
257;A17;Fr;1;
257;A17;Pm;0.05;
258;A17;Am;0.75;
258;A17;Ao;0.85;
258;A17;Be;0.8;
258;A17;Cj;1;
258;A17;Dc;0;
258;A17;Fr;0.9;
258;A17;Hp;1;
258;A17;Pm;0.35;
259;A17;Cb;1;
259;A17;Ga;1;
259;A17;Hl;1;
259;A17;Lp;1;
260;A17;Am;0.6;
260;A17;Dg;0.9;
260;A17;Sp;0.3;
261;A17;Dg;1;
261;A17;Hl;1;
261;A17;Pt;0;
262;A17;Pg;0.75;
263;A17;Cb;1;
263;A17;Ga;1;
263;A17;Lp;1;
263;A17;Pt;0.1;
263;A17;Ra;1;
263;A17;To;1;
264;A17;Ao;0.9;
264;A17;Dg;1;
264;A17;Hp;1;
264;A17;Ra;1;
265;A17;Am;0.9;
265;A17;Dc;0;
265;A17;Lp;1;
265;A17;To;1;
266;A17;Ao;0;
266;A17;Cj;1;
266;A17;Fr;0.8;
266;A17;Pg;0.9;
267;A17;Ga;0.9;
267;A17;Hl;1;
267;A17;Lp;1;
267;A17;Pt;0;
267;A17;Ra;0.55;
267;A17;To;0.9;
268;A17;Am;0.9;
268;A17;Ao;0.75;
268;A17;Dg;0.9;
268;A17;Hl;1;
268;A17;Pg;1;
268;A17;Pm;0.05;
268;A17;Ra;1;
269;A17;Dc;0;
269;A17;Hl;1;
269;A17;Hp;1;
269;A17;Pg;1;
269;A17;Pm;0.05;
269;A17;To;1;
270;A17;Dg;1;
270;A17;Lp;1;
270;A17;To;0.9;
271;A17;Ao;0.75;
271;A17;Be;1;
271;A17;Cj;1;
271;A17;Dc;NA;set to associated monoculture value
271;A17;Fr;0.8;
271;A17;Pg;1;
271;A17;Pm;0.2;
271;A17;Sp;0.3;
272;A17;Am;0.5;
272;A17;Ao;0.9;
272;A17;Dc;0.33;
272;A17;Pm;0.05;
273;A17;Cj;1;
273;A17;Dg;1;
273;A17;Sp;0.2;
273;A17;To;1;
274;A17;Pm;0.2;
275;A17;Fr;1;
276;A17;Ao;1;
276;A17;Be;0.8;
276;A17;Cb;1;
276;A17;Cj;1;
276;A17;Hl;1;
276;A17;Hp;1;
276;A17;Lp;1;
276;A17;To;1;
277;A17;Cb;1;
277;A17;Ga;1;
277;A17;Hl;1;
277;A17;Lp;1;
277;A17;Pt;0.5;
277;A17;Ra;1;
277;A17;To;1;
278;A17;Ao;0.9;
279;A17;Sp;0.8;
280;A17;Be;1;
280;A17;Dc;0;
280;A17;Ga;1;
280;A17;Lp;1;
280;A17;Pg;0.7;
280;A17;Pm;0.05;
280;A17;Ra;NA;set to associated monoculture value
281;A17;Am;0.9;
282;A17;Am;0.7;
282;A17;Ao;1;
282;A17;Be;0.9;
282;A17;Dc;0;
282;A17;Fr;0.8;
282;A17;Hp;0.9;
282;A17;Pm;0.2;
282;A17;Sp;0.05;
283;A17;Dc;0;
283;A17;Lp;1;
283;A17;Pm;0.05;
283;A17;To;1;
284;A17;Be;0.9;
284;A17;Cj;1;
284;A17;Dc;0.25;
284;A17;Pm;0.15;
285;A17;Am;0.9;
285;A17;Ao;0.66;
285;A17;Be;0.9;
285;A17;Fr;0.95;
285;A17;Hp;1;
285;A17;Pg;0.8;
285;A17;Pm;0;
285;A17;Sp;0.2;
286;A17;Cb;0.95;
287;A17;Dg;1;
287;A17;Lp;1;
287;A17;Pt;0.3;
287;A17;To;0.9;
288;A17;Am;0.9;
288;A17;Be;0.85;
288;A17;Cj;1;
288;A17;Dc;NA;set to associated monoculture value
288;A17;Hp;0.9;
288;A17;Pg;1;
288;A17;Pm;0.1;
288;A17;Sp;0.2;
289;A17;Dg;1;
289;A17;Lp;1;
289;A17;Pt;NA;set to associated monoculture value
290;A17;Am;0.5;
290;A17;Ao;1;
290;A17;Be;0.85;
290;A17;Cb;1;
290;A17;Cj;1;
290;A17;Dc;0;
290;A17;Dg;0.66;
290;A17;Fr;0.9;
290;A17;Ga;1;
290;A17;Hl;1;
290;A17;Hp;1;
290;A17;Lp;1;
290;A17;Pg;0.9;
290;A17;Pm;0;
290;A17;Pt;0;
290;A17;Ra;NA;set to associated monoculture value
290;A17;Sp;0.4;
290;A17;To;NA;set to associated monoculture value
291;A17;Cj;1;
291;A17;Fr;0.8;
291;A17;Ga;1;
291;A17;Pm;0.1;
291;A17;Pt;NA;set to associated monoculture value
291;A17;Sp;0.2;
291;A17;To;1;
292;A17;Pt;0.5;
293;A17;Ao;1;
293;A17;Cb;1;
293;A17;Dg;0.75;
293;A17;Ga;1;
293;A17;Hp;1;
293;A17;Pg;1;
293;A17;Ra;1;
293;A17;Sp;0.4;
294;A17;Lp;1;
295;A17;Am;0.3;
295;A17;Ao;1;
295;A17;Be;1;
295;A17;Cb;0.8;
295;A17;Cj;1;
295;A17;Dc;0;
295;A17;Dg;1;
295;A17;Fr;1;
295;A17;Ga;NA;set to associated monoculture value
295;A17;Hl;1;
295;A17;Hp;1;
295;A17;Lp;1;
295;A17;Pg;1;
295;A17;Pm;0.15;
295;A17;Pt;NA;set to associated monoculture value
295;A17;Ra;0;
295;A17;Sp;0.3;
295;A17;To;1;
296;A17;Dg;1;
296;A17;Lp;1;
296;A17;Ra;0.7;
297;A17;Dg;1;
297;A17;Ga;1;
297;A17;Ra;0.9;
298;A17;Dg;1;
299;A17;Hl;1;
300;A17;Cb;1;
300;A17;Dg;1;
300;A17;Ga;1;
300;A17;Lp;1;
300;A17;Pt;0;
300;A17;Ra;NA;set to associated monoculture value
300;A17;To;0.8;
301;A17;Cb;1;
301;A17;Dg;1;
301;A17;Ga;1;
301;A17;Lp;1;
301;A17;Pt;NA;set to associated monoculture value
301;A17;Ra;1;
302;A17;Ao;0.8;
302;A17;Dc;0;
302;A17;Dg;1;
302;A17;To;1;
303;A17;Am;0.8;
303;A17;Ao;0.8;
303;A17;Cb;1;
303;A17;Ga;1;
303;A17;Pm;0.1;
303;A17;Sp;0.4;
304;A17;Cb;1;
304;A17;Dg;1;
304;A17;Ga;1;
304;A17;Hl;1;
304;A17;Pt;0.4;
304;A17;To;1;
305;A17;Cb;1;
305;A17;Ga;1;
305;A17;Hl;1;
306;A17;Dc;0;
306;A17;Dg;1;
306;A17;Ga;1;
306;A17;Hl;1;
306;A17;Hp;1;
306;A17;Lp;1;
306;A17;Pg;1;
306;A17;Pm;0.1;
307;A17;Am;0.9;
307;A17;Ao;0.75;
307;A17;Be;1;
307;A17;Cj;1;
307;A17;Dc;0;
307;A17;Hp;1;
307;A17;Pm;0.1;
307;A17;Sp;0.3;
308;A17;Am;0.9;
308;A17;Ao;NA;set to associated monoculture value
308;A17;Be;0.8;
308;A17;Cb;1;
308;A17;Cj;1;
