"Plot;Harvest;Species;Abundance"
"175;A17;Ao;0.175675676"
"175;A17;Cj;0.337837838"
"175;A17;Dc;0.013513514"
"175;A17;Sp;0.472972973"
"176;A17;Dc;1"
"177;A17;Cb;0.072916667"
"177;A17;Dg;0.104166667"
"177;A17;Ga;0.729166667"
"177;A17;Hl;0.041666667"
"177;A17;Lp;0.03125"
"177;A17;To;0.020833333"
"178;A17;Pm;1"
"179;A17;Ao;0.128205128"
"179;A17;Dc;0.038461538"
"179;A17;Dg;0.769230769"
"179;A17;To;0.064102564"
"180;A17;Am;0.531914894"
"180;A17;Ao;0.010638298"
"180;A17;Be;0.010638298"
"180;A17;Dc;0.010638298"
"180;A17;Fr;0.042553191"
"180;A17;Hp;0.074468085"
"180;A17;Pm;0.106382979"
"180;A17;Sp;0.212765957"
"181;A17;Dc;0.009433962"
"181;A17;Hp;0.424528302"
"181;A17;Pg;0.188679245"
"181;A17;Sp;0.377358491"
"182;A17;Ga;1"
"183;A17;Cb;0.217391304"
"183;A17;Dg;0.010869565"
"183;A17;Hl;0.163043478"
"183;A17;Lp;0.163043478"
"183;A17;Pt;0.010869565"
"183;A17;To;0.434782609"
"184;A17;Dg;0.5"
"184;A17;Ga;0.214285714"
"184;A17;Ra;0.285714286"
"185;A17;Dc;0.010638298"
"185;A17;Hl;0.106382979"
"185;A17;Hp;0.063829787"
"185;A17;Pg;0.127659574"
"185;A17;Pm;0.265957447"
"185;A17;To;0.425531915"
"186;A17;Ao;0.095238095"
"186;A17;Be;0.023809524"
"186;A17;Cj;0.416666667"
"186;A17;Dc;0.011904762"
"186;A17;Fr;0.119047619"
"186;A17;Hp;0.05952381"
"186;A17;Pg;0.095238095"
"186;A17;Pm;0.178571429"
"187;A17;Ao;0.044444444"
"187;A17;Cb;0.388888889"
"187;A17;Dg;0.033333333"
"187;A17;Ga;0.055555556"
"187;A17;Hp;0.077777778"
"187;A17;Pg;0.166666667"
"187;A17;Ra;0.011111111"
"187;A17;Sp;0.222222222"
"188;A17;Dg;0.869565217"
"188;A17;Hl;0.108695652"
"188;A17;Pt;0.02173913"
"189;A17;Cj;0.454545455"
"189;A17;Fr;0.022727273"
"189;A17;Ga;0.045454545"
"189;A17;Pm;0.170454545"
"189;A17;Pt;0.011363636"
"189;A17;Sp;0.227272727"
"189;A17;To;0.068181818"
"190;A17;Am;0.372340426"
"190;A17;Ao;0"
"190;A17;Be;0.010638298"
"190;A17;Cb;0.042553191"
"190;A17;Cj;0.042553191"
"190;A17;Dc;0.021276596"
"190;A17;Dg;0.031914894"
"190;A17;Fr;0.042553191"
"190;A17;Ga;0.010638298"
"190;A17;Hl;0.010638298"
"190;A17;Hp;0.063829787"
"190;A17;Lp;0.042553191"
"190;A17;Pg;0.063829787"
"190;A17;Pm;0.074468085"
"190;A17;Pt;0.010638298"
"190;A17;Ra;0.010638298"
"190;A17;Sp;0.127659574"
"190;A17;To;0.021276596"
"191;A17;Am;0.714285714"
"191;A17;Dg;0.047619048"
"191;A17;Sp;0.238095238"
"192;A17;Cb;0.024691358"
"192;A17;Ga;0.49382716"
"192;A17;Hl;0.074074074"
"192;A17;Lp;0.185185185"
"192;A17;Pt;0.024691358"
"192;A17;Ra;0.012345679"
"192;A17;To;0.185185185"
"193;A17;Am;0.697674419"
"193;A17;Dc;0.058139535"
"193;A17;Lp;0.23255814"
"193;A17;To;0.011627907"
"194;A17;Dc;0.05952381"
"194;A17;Lp;0.178571429"
"194;A17;Pm;0.714285714"
"194;A17;To;0.047619048"
"195;A17;Be;0.042553191"
"195;A17;Ga;0.638297872"
"195;A17;Pm;0.212765957"
"195;A17;To;0.106382979"
"196;A17;Dg;0.08"
"196;A17;Ga;0.533333333"
"196;A17;Hl;0.08"
"196;A17;Lp;0.266666667"
"196;A17;Pt;0.013333333"
"196;A17;To;0.026666667"
"197;A17;Lp;1"
"198;A17;Sp;1"
"199;A17;Fr;1"
"200;A17;Dg;0.333333333"
"200;A17;Ga;0.377777778"
"200;A17;Ra;0.288888889"
"201;A17;Am;0.823529412"
"201;A17;Ao;0.023529412"
"201;A17;Fr;0.094117647"
"201;A17;Hp;0.058823529"
"202;A17;Cb;1"
"203;A17;Am;0.126213592"
"203;A17;Be;0.029126214"
"203;A17;Cj;0.485436893"
"203;A17;Dc;0.009708738"
"203;A17;Fr;0.029126214"
"203;A17;Pg;0.097087379"
"203;A17;Pm;0.058252427"
"203;A17;Sp;0.165048544"
"204;A17;Ao;0.024096386"
"204;A17;Be;0.036144578"
"204;A17;Cj;0.180722892"
"204;A17;Dc;0"
"204;A17;Fr;0.060240964"
"204;A17;Pg;0.036144578"
"204;A17;Pm;0.060240964"
"204;A17;Sp;0.602409639"
"205;A17;Cb;0.131578947"
"205;A17;Ga;0.460526316"
"205;A17;Lp;0.065789474"
"205;A17;Pt;0"
"205;A17;Ra;0.013157895"
"205;A17;To;0.328947368"
"206;A17;Ga;0.480769231"
"206;A17;Hl;0.25"
"206;A17;Lp;0.096153846"
"206;A17;Pt;0.019230769"
"206;A17;Ra;0.019230769"
"206;A17;To;0.134615385"
"207;A17;Cj;0.606060606"
"207;A17;Dg;0.151515152"
"207;A17;Sp;0.227272727"
"207;A17;To;0.015151515"
"208;A17;Ao;0.029411765"
"208;A17;Cj;0.661764706"
"208;A17;Fr;0.088235294"
"208;A17;Pg;0.220588235"
"209;A17;Ao;0.061538462"
"209;A17;Cj;0.615384615"
"209;A17;Hp;0.092307692"
"209;A17;Pg;0.230769231"
"211;A17;Am;0.37037037"
"211;A17;Ao;0.012345679"
"211;A17;Be;0.012345679"
"211;A17;Cj;0.185185185"
"211;A17;Dc;0.012345679"
"211;A17;Hp;0.012345679"
"211;A17;Pm;0.209876543"
"211;A17;Sp;0.185185185"
"212;A17;To;1"
"213;A17;Am;0.11627907"
"213;A17;Be;0.011627907"
"213;A17;Cj;0.23255814"
"213;A17;Dc;0.023255814"
"213;A17;Hp;0.011627907"
"213;A17;Pg;0.081395349"
"213;A17;Pm;0.348837209"
"213;A17;Sp;0.174418605"
"214;A17;Dg;0.263157895"
"214;A17;Lp;0.394736842"
"214;A17;Ra;0.342105263"
"215;A17;Fr;0.070422535"
"215;A17;Pt;0.014084507"
"215;A17;Ra;0.14084507"
"215;A17;Sp;0.774647887"
"216;A17;Hp;1"
"217;A17;Ao;0.011494253"
"217;A17;Be;0.022988506"
"217;A17;Cb;0.08045977"
"217;A17;Cj;0.574712644"
"217;A17;Hl;0.034482759"
"217;A17;Hp;0.126436782"
"217;A17;Lp;0.114942529"
"217;A17;To;0.034482759"
"218;A17;Dg;0.517241379"
"218;A17;Lp;0.344827586"
"218;A17;Pt;0.103448276"
"218;A17;To;0.034482759"
"219;A17;Hl;1"
"220;A17;Cb;0.068181818"
"220;A17;Ga;0.738636364"
"220;A17;Hl;0.079545455"
"220;A17;Lp;0.113636364"
"221;A17;Cb;0.327868852"
"221;A17;Dg;0.163934426"
"221;A17;Pt;0.016393443"
"221;A17;To;0.491803279"
"222;A17;Am;0.197674419"
"222;A17;Ao;0.034883721"
"222;A17;Dg;0.069767442"
"222;A17;Hl;0.11627907"
"222;A17;Pg;0.23255814"
"222;A17;Pm;0.348837209"
"222;A17;Ra;0"
"223;A17;Am;0.1"
"223;A17;Cj;0.875"
"223;A17;Fr;0.0125"
"223;A17;Hp;0.0125"
"224;A17;Be;1"
"225;A17;Be;0.046511628"
"225;A17;Cj;0.581395349"
"225;A17;Dc;0.023255814"
"225;A17;Pm;0.348837209"
"226;A17;Am;0.202702703"
"226;A17;Ga;0.013513514"
"226;A17;Lp;0.108108108"
"226;A17;Sp;0.675675676"
"227;A17;Am;0.183486239"
"227;A17;Ao;0.018348624"
"227;A17;Be;0.009174312"
"227;A17;Fr;0.027522936"
"227;A17;Hp;0.119266055"
"227;A17;Pg;0.018348624"
"227;A17;Pm;0.073394495"
"227;A17;Sp;0.550458716"
"228;A17;Cb;0.015384615"
"228;A17;Dg;0.184615385"
"228;A17;Ga;0.046153846"
"228;A17;Hl;0.615384615"
"228;A17;Pt;0.015384615"
"228;A17;To;0.123076923"
"229;A17;Am;1"
"230;A17;Am;0.073394495"
"230;A17;Ao;0.073394495"
"230;A17;Be;0.027522936"
"230;A17;Cj;0.275229358"
"230;A17;Dc;0.009174312"
"230;A17;Pg;0.036697248"
"230;A17;Pm;0.137614679"
"230;A17;Sp;0.366972477"
"231;A17;Be;0.011764706"
"231;A17;Dc;0.011764706"
"231;A17;Fr;0.023529412"
"231;A17;Ga;0.058823529"
"231;A17;Lp;0.058823529"
"231;A17;Pt;0.011764706"
"231;A17;Sp;0.823529412"
"231;A17;To;0"
"232;A17;Pt;1"
"233;A17;Am;0.131868132"
"233;A17;Ao;0.021978022"
"233;A17;Be;0.010989011"
"233;A17;Cb;0"
"233;A17;Cj;0.021978022"
"233;A17;Dc;0.010989011"
"233;A17;Dg;0.10989011"
"233;A17;Fr;0.032967033"
"233;A17;Ga;0.021978022"
"233;A17;Hl;0.065934066"
"233;A17;Hp;0.043956044"
"233;A17;Lp;0.087912088"
"233;A17;Pg;0.021978022"
"233;A17;Pm;0.175824176"
"233;A17;Pt;0.010989011"
"233;A17;Ra;0"
"233;A17;Sp;0.142857143"
"233;A17;To;0.087912088"
"234;A17;Cj;1"
"235;A17;Cb;0.126984127"
"235;A17;Ga;0.555555556"
"235;A17;Hl;0.317460317"
"236;A17;Be;0.046511628"
"236;A17;Dc;0.058139535"
"236;A17;Ga;0.023255814"
"236;A17;Lp;0.23255814"
"236;A17;Pg;0.174418605"
"236;A17;Pm;0.465116279"
"236;A17;Ra;0"
"237;A17;Dg;0.723684211"
"237;A17;Lp;0.263157895"
"237;A17;Pt;0.013157895"
"238;A17;Ao;0.023809524"
"238;A17;Dg;0.714285714"
"238;A17;Hp;0.238095238"
"238;A17;Ra;0.023809524"
"239;A17;Dg;0.483870968"
"239;A17;Lp;0.387096774"
"239;A17;To;0.129032258"
"240;A17;Dc;0.11627907"
"240;A17;Dg;0.081395349"
"240;A17;Ga;0.093023256"
"240;A17;Hl;0.23255814"
"240;A17;Hp;0.069767442"
"240;A17;Lp;0.058139535"
"240;A17;Pg;0.11627907"
"240;A17;Pm;0.23255814"
"241;A17;Be;0.01369863"
"241;A17;Cb;0.01369863"
"241;A17;Dc;0"
"241;A17;Dg;0.342465753"
"241;A17;Hl;0.342465753"
"241;A17;Hp;0.178082192"
"241;A17;Pg;0.109589041"
"241;A17;Ra;0"
"242;A17;Ao;1"
"243;A17;Cb;0.090909091"
"243;A17;Dg;0.090909091"
"243;A17;Ga;0.054545455"
"243;A17;Hl;0.545454545"
"243;A17;Ra;0"
"243;A17;To;0.218181818"
"244;A17;Hp;0.086021505"
"244;A17;Pg;0.107526882"
"244;A17;Pm;0.161290323"
"244;A17;Sp;0.64516129"
"245;A17;Ao;0.3125"
"245;A17;Dc;0.010416667"
"245;A17;Fr;0.052083333"
"245;A17;Pm;0.625"
"246;A17;Cb;0.014705882"
"246;A17;Dg;0"
"246;A17;Ga;0.058823529"
"246;A17;Lp;0.294117647"
"246;A17;Pt;0.014705882"
"246;A17;Ra;0.029411765"
"246;A17;To;0.588235294"
"247;A17;Am;0.009433962"
"247;A17;Ao;0"
"247;A17;Be;0.009433962"
"247;A17;Cb;0"
"247;A17;Cj;0.660377358"
"247;A17;Dc;0"
"247;A17;Dg;0.047169811"
"247;A17;Fr;0"
"247;A17;Ga;0"
"247;A17;Hl;0.075471698"
"247;A17;Hp;0.018867925"
"247;A17;Lp;0.028301887"
"247;A17;Pg;0.028301887"
"247;A17;Pm;0.037735849"
"247;A17;Pt;0.009433962"
"247;A17;Ra;0"
"247;A17;Sp;0.037735849"
"247;A17;To;0.037735849"
"248;A17;Ra;1"
"249;A17;Cb;0.220588235"
"249;A17;Dg;0.367647059"
"249;A17;Ga;0"
"249;A17;Lp;0.367647059"
"249;A17;Pt;0.014705882"
"249;A17;Ra;0.029411765"
"250;A17;Pg;1"
"252;A17;Am;0.040540541"
"252;A17;Ao;0.040540541"
"252;A17;Be;0.013513514"
"252;A17;Cj;0.405405405"
"252;A17;Fr;0.040540541"
"252;A17;Hp;0.054054054"
"252;A17;Pg;0.27027027"
"252;A17;Sp;0.135135135"
"253;A17;Fr;0.444444444"
"253;A17;Pt;0.044444444"
"253;A17;Ra;0.066666667"
"253;A17;Sp;0.444444444"
"254;A17;Am;0.072164948"
"254;A17;Be;0.051546392"
"254;A17;Cj;0.309278351"
"254;A17;Dc;0.030927835"
"254;A17;Fr;0.154639175"
"254;A17;Pg;0.154639175"
"254;A17;Pm;0.103092784"
"254;A17;Sp;0.12371134"
"255;A17;Cb;0.342465753"
"255;A17;Dg;0.136986301"
"255;A17;Pt;0.04109589"
"255;A17;To;0.479452055"
"256;A17;Hp;0.142857143"
"256;A17;Pg;0.380952381"
"256;A17;Pm;0.19047619"
"256;A17;Sp;0.285714286"
"257;A17;Ao;0.149253731"
"257;A17;Dc;0.104477612"
"257;A17;Fr;0.298507463"
"257;A17;Pm;0.447761194"
"258;A17;Am;0.454545455"
"258;A17;Ao;0.02020202"
"258;A17;Be;0.050505051"
"258;A17;Cj;0.101010101"
"258;A17;Dc;0.121212121"
"258;A17;Fr;0.070707071"
"258;A17;Hp;0.03030303"
"258;A17;Pm;0.151515152"
"259;A17;Cb;0.519480519"
"259;A17;Ga;0.064935065"
"259;A17;Hl;0.025974026"
"259;A17;Lp;0.38961039"
"260;A17;Am;0.857142857"
"260;A17;Dg;0.047619048"
"260;A17;Sp;0.095238095"
"261;A17;Dg;0.416666667"
"261;A17;Hl;0.520833333"
"261;A17;Pt;0.0625"
"262;A17;Pg;1"
"263;A17;Cb;0.342465753"
"263;A17;Ga;0.164383562"
"263;A17;Lp;0.273972603"
"263;A17;Pt;0.01369863"
"263;A17;Ra;0"
"263;A17;To;0.205479452"
"264;A17;Ao;0.182926829"
"264;A17;Dg;0.182926829"
"264;A17;Hp;0.487804878"
"264;A17;Ra;0.146341463"
"265;A17;Am;0.833333333"
"265;A17;Dc;0.010416667"
"265;A17;Lp;0.104166667"
"265;A17;To;0.052083333"
"266;A17;Ao;0.02020202"
"266;A17;Cj;0.909090909"
"266;A17;Fr;0.050505051"
"266;A17;Pg;0.02020202"
"267;A17;Ga;0.434782609"
"267;A17;Hl;0.026086957"
"267;A17;Lp;0.217391304"
"267;A17;Pt;0.043478261"
"267;A17;Ra;0.104347826"
"267;A17;To;0.173913043"
"268;A17;Am;0.754716981"
"268;A17;Ao;0.018867925"
"268;A17;Dg;0.066037736"
"268;A17;Hl;0.018867925"
"268;A17;Pg;0.066037736"
"268;A17;Pm;0.075471698"
"268;A17;Ra;0"
"269;A17;Dc;0"
"269;A17;Hl;0.287356322"
"269;A17;Hp;0.08045977"
"269;A17;Pg;0.287356322"
"269;A17;Pm;0.229885057"
"269;A17;To;0.114942529"
"270;A17;Dg;0.157894737"
"270;A17;Lp;0.736842105"
"270;A17;To;0.105263158"
"271;A17;Ao;0.027272727"
"271;A17;Be;0.063636364"
"271;A17;Cj;0.545454545"
"271;A17;Dc;0.027272727"
"271;A17;Fr;0.109090909"
"271;A17;Pg;0.027272727"
"271;A17;Pm;0.063636364"
"271;A17;Sp;0.136363636"
"272;A17;Am;0.707070707"
"272;A17;Ao;0.070707071"
"272;A17;Dc;0.02020202"
"272;A17;Pm;0.202020202"
"273;A17;Cj;0.636363636"
"273;A17;Dg;0.090909091"
"273;A17;Sp;0.227272727"
"273;A17;To;0.045454545"
"274;A17;Pm;1"
"275;A17;Fr;1"
"276;A17;Ao;0.038461538"
"276;A17;Be;0.128205128"
"276;A17;Cb;0.256410256"
"276;A17;Cj;0.384615385"
"276;A17;Hl;0"
"276;A17;Hp;0.038461538"
"276;A17;Lp;0.08974359"
"276;A17;To;0.064102564"
"277;A17;Cb;0.212765957"
"277;A17;Ga;0.425531915"
"277;A17;Hl;0.074468085"
"277;A17;Lp;0.212765957"
"277;A17;Pt;0.010638298"
"277;A17;Ra;0.010638298"
"277;A17;To;0.053191489"
"278;A17;Ao;1"
"279;A17;Sp;1"
"280;A17;Be;0.058823529"
"280;A17;Dc;0.058823529"
"280;A17;Ga;0.294117647"
"280;A17;Lp;0.235294118"
"280;A17;Pg;0.235294118"
"280;A17;Pm;0.117647059"
"280;A17;Ra;0"
"281;A17;Am;1"
"282;A17;Am;0.151515152"
"282;A17;Ao;0.02020202"
"282;A17;Be;0.101010101"
"282;A17;Dc;0.070707071"
"282;A17;Fr;0.202020202"
"282;A17;Hp;0.101010101"
"282;A17;Pm;0.101010101"
"282;A17;Sp;0.252525253"
"283;A17;Dc;0.010204082"
"283;A17;Lp;0.612244898"
"283;A17;Pm;0.357142857"
"283;A17;To;0.020408163"
"284;A17;Be;0.0625"
"284;A17;Cj;0.625"
"284;A17;Dc;0.0625"
"284;A17;Pm;0.25"
"285;A17;Am;0.431034483"
"285;A17;Ao;0.017241379"
"285;A17;Be;0.086206897"
"285;A17;Fr;0.129310345"
"285;A17;Hp;0.060344828"
"285;A17;Pg;0.060344828"
"285;A17;Pm;0.086206897"
"285;A17;Sp;0.129310345"
"286;A17;Cb;1"
"287;A17;Dg;0.011363636"
"287;A17;Lp;0.795454545"
"287;A17;Pt;0.022727273"
"287;A17;To;0.170454545"
"288;A17;Am;0.606060606"
"288;A17;Be;0.053030303"
"288;A17;Cj;0.189393939"
"288;A17;Dc;0"
"288;A17;Hp;0.037878788"
"288;A17;Pg;0.022727273"
"288;A17;Pm;0.075757576"
"288;A17;Sp;0.015151515"
"289;A17;Dg;0.120481928"
"289;A17;Lp;0.843373494"
"289;A17;Pt;0.036144578"
"290;A17;Am;0.112359551"
"290;A17;Ao;0"
"290;A17;Be;0.056179775"
"290;A17;Cb;0.011235955"
"290;A17;Cj;0.168539326"
"290;A17;Dc;0.056179775"
"290;A17;Dg;0.02247191"
"290;A17;Fr;0.056179775"
"290;A17;Ga;0.033707865"
"290;A17;Hl;0.02247191"
"290;A17;Hp;0.112359551"
"290;A17;Lp;0.056179775"
"290;A17;Pg;0.112359551"
"290;A17;Pm;0.056179775"
"290;A17;Pt;0"
"290;A17;Ra;0"
"290;A17;Sp;0.112359551"
"290;A17;To;0.011235955"
"291;A17;Cj;0.431034483"
"291;A17;Fr;0.086206897"
"291;A17;Ga;0.215517241"
"291;A17;Pm;0.129310345"
"291;A17;Pt;0"
"291;A17;Sp;0.129310345"
"291;A17;To;0.00862069"
"292;A17;Pt;1"
"293;A17;Ao;0.031578947"
"293;A17;Cb;0.157894737"
"293;A17;Dg;0.021052632"
"293;A17;Ga;0.368421053"
"293;A17;Hp;0.157894737"
"293;A17;Pg;0.052631579"
"293;A17;Ra;0"
"293;A17;Sp;0.210526316"
"294;A17;Lp;1"
"295;A17;Am;0.114942529"
"295;A17;Ao;0.011494253"
"295;A17;Be;0.011494253"
"295;A17;Cb;0"
"295;A17;Cj;0.034482759"
"295;A17;Dc;0.022988506"
"295;A17;Dg;0.057471264"
"295;A17;Fr;0.08045977"
"295;A17;Ga;0"
"295;A17;Hl;0.022988506"
"295;A17;Hp;0.034482759"
"295;A17;Lp;0.229885057"
"295;A17;Pg;0.08045977"
"295;A17;Pm;0.114942529"
"295;A17;Pt;0"
"295;A17;Ra;0"
"295;A17;Sp;0.172413793"
"295;A17;To;0.011494253"
"296;A17;Dg;0.151898734"
"296;A17;Lp;0.696202532"
"296;A17;Ra;0.151898734"
"297;A17;Dg;0.260869565"
"297;A17;Ga;0.608695652"
"297;A17;Ra;0.130434783"
"298;A17;Dg;1"
"299;A17;Hl;1"
"300;A17;Cb;0.21978022"
"300;A17;Dg;0.010989011"
"300;A17;Ga;0.43956044"
"300;A17;Lp;0.21978022"
"300;A17;Pt;0"
"300;A17;Ra;0"
"300;A17;To;0.10989011"
"301;A17;Cb;0.330578512"
"301;A17;Dg;0.041322314"
"301;A17;Ga;0.41322314"
"301;A17;Lp;0.165289256"
"301;A17;Pt;0.008264463"
"301;A17;Ra;0.041322314"
"302;A17;Ao;0.210526316"
"302;A17;Dc;0.052631579"
"302;A17;Dg;0.315789474"
"302;A17;To;0.421052632"
"303;A17;Am;0.303030303"
"303;A17;Ao;0.02020202"
"303;A17;Cb;0.02020202"
"303;A17;Ga;0.101010101"
"303;A17;Pm;0.151515152"
"303;A17;Sp;0.404040404"
"304;A17;Cb;0.21978022"
"304;A17;Dg;0.10989011"
"304;A17;Ga;0.32967033"
"304;A17;Hl;0.10989011"
"304;A17;Pt;0.010989011"
"304;A17;To;0.21978022"
"305;A17;Cb;0.210526316"
"305;A17;Ga;0.736842105"
"305;A17;Hl;0.052631579"
"306;A17;Dc;0.10989011"
"306;A17;Dg;0.021978022"
"306;A17;Ga;0.076923077"
"306;A17;Hl;0.021978022"
"306;A17;Hp;0.054945055"
"306;A17;Lp;0.274725275"
"306;A17;Pg;0.21978022"
"306;A17;Pm;0.21978022"
"307;A17;Am;0.213675214"
"307;A17;Ao;0.042735043"
"307;A17;Be;0.085470085"
"307;A17;Cj;0.256410256"
"307;A17;Dc;0.017094017"
"307;A17;Hp;0.170940171"
"307;A17;Pm;0.085470085"
"307;A17;Sp;0.128205128"
"308;A17;Am;0.373831776"
"308;A17;Ao;0.028037383"
"308;A17;Be;0.028037383"
"308;A17;Cb;0.028037383"
"308;A17;Cj;0.140186916"
"308;A17;Dc;0.009345794"
"308;A17;Dg;0.009345794"
"308;A17;Fr;0.009345794"
"308;A17;Ga;0.140186916"
"308;A17;Hl;0.140186916"
"308;A17;Hp;0.009345794"
"308;A17;Lp;0.018691589"
"308;A17;Pg;0.018691589"
"308;A17;Pm;0.009345794"
"308;A17;Pt;0"
"308;A17;Ra;0"
"308;A17;Sp;0.028037383"
"308;A17;To;0.009345794"
"309;A17;Am;0.625"
"309;A17;Ao;0"
"309;A17;Fr;0.25"
"309;A17;Hp;0.125"
"310;A17;Be;0.067307692"
"310;A17;Ga;0.192307692"
"310;A17;Pm;0.673076923"
"310;A17;To;0.067307692"
"311;A17;Dg;0.135135135"
"311;A17;Ga;0.27027027"
"311;A17;Hl;0.135135135"
"311;A17;Lp;0.405405405"
"311;A17;Pt;0.013513514"
"311;A17;To;0.040540541"
"312;A17;Dc;0.029126214"
"312;A17;Hp;0.194174757"
"312;A17;Pg;0.388349515"
"312;A17;Sp;0.388349515"
"313;A17;Ra;1"
"314;A17;Am;0.428571429"
"314;A17;Cj;0.333333333"
"314;A17;Fr;0.095238095"
"314;A17;Hp;0.142857143"
"316;A17;Ao;0.058139535"
"316;A17;Cj;0.581395349"
"316;A17;Dc;0.011627907"
"316;A17;Sp;0.348837209"
"317;A17;Cb;0.215053763"
"317;A17;Dg;0.161290323"
"317;A17;Ga;0.322580645"
"317;A17;Hl;0.161290323"
"317;A17;Ra;0.032258065"
"317;A17;To;0.107526882"
"318;A17;To;1"
"319;A17;Am;0.583333333"
"319;A17;Ga;0.166666667"
"319;A17;Lp;0.125"
"319;A17;Sp;0.125"
"320;A17;Am;0.52173913"
"320;A17;Ao;0.008695652"
"320;A17;Be;0.034782609"
"320;A17;Cj;0.260869565"
"320;A17;Fr;0.026086957"
"320;A17;Hp;0.043478261"
"320;A17;Pg;0.017391304"
"320;A17;Sp;0.086956522"
"321;A17;Dc;1"
"322;A17;Cb;0.222222222"
"322;A17;Hp;0.333333333"
"322;A17;Lp;0.333333333"
"322;A17;Pg;0.111111111"
"323;A17;Cb;0.176470588"
"323;A17;Dg;0.117647059"
"323;A17;Hl;0.235294118"
"323;A17;Lp;0.176470588"
"323;A17;Pt;0.058823529"
"323;A17;To;0.235294118"
"324;A17;Ao;0.042735043"
"324;A17;Be;0.025641026"
"324;A17;Cj;0.341880342"
"324;A17;Dc;0.042735043"
"324;A17;Fr;0.017094017"
"324;A17;Hp;0.017094017"
"324;A17;Pg;0.170940171"
"324;A17;Pm;0.341880342"
"325;A17;Be;0.058139535"
"325;A17;Dc;0.058139535"
"325;A17;Fr;0.11627907"
"325;A17;Ga;0"
"325;A17;Lp;0.11627907"
"325;A17;Pt;0.011627907"
"325;A17;Sp;0.523255814"
"325;A17;To;0.11627907"
"326;A17;Dg;0.384615385"
"326;A17;Ga;0.576923077"
"326;A17;Ra;0.038461538"
"327;A17;Cj;1"
"328;A17;Am;0.044642857"
"328;A17;Ao;0.044642857"
"328;A17;Be;0"
"328;A17;Cb;0.026785714"
"328;A17;Cj;0.267857143"
"328;A17;Dc;0.008928571"
"328;A17;Dg;0.008928571"
"328;A17;Fr;0.017857143"
"328;A17;Ga;0.044642857"
"328;A17;Hl;0.089285714"
"328;A17;Hp;0.026785714"
"328;A17;Lp;0.0625"
"328;A17;Pg;0.044642857"
"328;A17;Pm;0.133928571"
"328;A17;Pt;0"
"328;A17;Ra;0.026785714"
"328;A17;Sp;0.133928571"
"328;A17;To;0.017857143"
"330;A17;Hp;1"
"331;A17;Ao;0.104477612"
"331;A17;Cj;0.447761194"
"331;A17;Hp;0.223880597"
"331;A17;Pg;0.223880597"
"332;A17;Cb;0.033333333"
"332;A17;Dg;0.333333333"
"332;A17;Ga;0.022222222"
"332;A17;Hl;0.222222222"
"332;A17;Lp;0.222222222"
"332;A17;To;0.166666667"
"333;A17;Be;0.085365854"
"333;A17;Cb;0.12195122"
"333;A17;Dc;0.024390244"
"333;A17;Dg;0.024390244"
"333;A17;Hl;0.182926829"
"333;A17;Hp;0.06097561"
"333;A17;Pg;0.487804878"
"333;A17;Ra;0.012195122"
"334;A17;Ga;1"
"335;A17;Be;1"
"336;A17;Am;0.416666667"
"336;A17;Ao;0.016666667"
"336;A17;Be;0.041666667"
"336;A17;Cj;0.416666667"
"336;A17;Dc;0.016666667"
"336;A17;Pg;0.016666667"
"336;A17;Pm;0.033333333"
"336;A17;Sp;0.041666667"
"1;J18;Cj;0.663636364"
"1;J18;Dg;0.072727273"
"1;J18;Sp;0.163636364"
"1;J18;To;0.1"
"2;J18;Dc;0.020618557"
"2;J18;Lp;0.154639175"
"2;J18;Pm;0.618556701"
"2;J18;To;0.206185567"
"3;J18;Ao;0"
"3;J18;Be;0.03960396"
"3;J18;Cb;0.02970297"
"3;J18;Cj;0.693069307"
"3;J18;Hl;0.02970297"
"3;J18;Hp;0.069306931"
"3;J18;Lp;0.03960396"
"3;J18;To;0.099009901"
"4;J18;Dg;1"
"5;J18;Ao;0.095238095"
"5;J18;Dg;0.083333333"
"5;J18;Hp;0.773809524"
"5;J18;Ra;0.047619048"
"6;J18;Pm;1"
"7;J18;Dg;0.85106383"
"7;J18;Hl;0.085106383"
"7;J18;Pt;0.063829787"
"8;J18;Ao;1"
"9;J18;Dg;0.0625"
"9;J18;Lp;0.208333333"
"9;J18;To;0.729166667"
"10;J18;Ao;0"
"10;J18;Cj;0.412371134"
"10;J18;Dc;0.020618557"
"10;J18;Sp;0.567010309"
"11;J18;Ao;0.018018018"
"11;J18;Be;0.009009009"
"11;J18;Cj;0.153153153"
"11;J18;Dc;0.054054054"
"11;J18;Fr;0.09009009"
"11;J18;Pg;0.540540541"
"11;J18;Pm;0.135135135"
"11;J18;Sp;0"
"12;J18;Cb;0.604651163"
"12;J18;Dg;0.046511628"
"12;J18;Ga;0.23255814"
"12;J18;Lp;0.046511628"
"12;J18;Pt;0.023255814"
"12;J18;Ra;0.046511628"
"13;J18;Cb;0.675675676"
"13;J18;Ga;0.27027027"
"13;J18;Hl;0.054054054"
"14;J18;Am;0.876190476"
"14;J18;Dc;0.028571429"
"14;J18;Lp;0.028571429"
"14;J18;To;0.066666667"
"15;J18;Dc;0"
"15;J18;Hp;0.038461538"
"15;J18;Pg;0.144230769"
"15;J18;Sp;0.817307692"
"16;J18;Dc;1"
"17;J18;Ra;1"
"18;J18;Be;0.025641026"
"18;J18;Dc;0.034188034"
"18;J18;Fr;0.085470085"
