Plot;Harvest;Species;Herbivory;Notes
319;J18;Am;NA;set to associated monoculture value
319;J18;Ga;NA;set to associated monoculture value
319;J18;Lp;NA;set to associated monoculture value
319;J18;Sp;NA;set to associated monoculture value
320;J18;Am;NA;set to associated monoculture value
320;J18;Ao;NA;set to associated monoculture value
320;J18;Be;NA;set to associated monoculture value
320;J18;Cj;NA;set to associated monoculture value
320;J18;Fr;NA;set to associated monoculture value
320;J18;Hp;NA;set to associated monoculture value
320;J18;Pg;NA;set to associated monoculture value
320;J18;Sp;NA;set to associated monoculture value
321;J18;Dc;0.04;
322;J18;Cb;0.64;
322;J18;Hp;0.36;
322;J18;Lp;0.08;
322;J18;Pg;0.48;
323;J18;Cb;0.44;
323;J18;Dg;0.24;
323;J18;Hl;0.04;
323;J18;Lp;0.32;
323;J18;Pt;0;
323;J18;To;1.04;
324;J18;Ao;NA;set to associated monoculture value
324;J18;Be;NA;set to associated monoculture value
324;J18;Cj;NA;set to associated monoculture value
324;J18;Dc;NA;set to associated monoculture value
324;J18;Fr;NA;set to associated monoculture value
324;J18;Hp;NA;set to associated monoculture value
324;J18;Pg;NA;set to associated monoculture value
324;J18;Pm;NA;set to associated monoculture value
325;J18;Be;0.12;
325;J18;Dc;NA;set to associated monoculture value
325;J18;Fr;0;
325;J18;Ga;0.16;
325;J18;Lp;0;
325;J18;Pt;0;
325;J18;Sp;2.24;
325;J18;To;1.76;
326;J18;Dg;0.08;
326;J18;Ga;0.08;
326;J18;Ra;2.44;
327;J18;Cj;1.08;
328;J18;Am;0;
328;J18;Ao;0;
328;J18;Be;0.04;
328;J18;Cb;1.2;
328;J18;Cj;1.08;
328;J18;Dc;0.166666666666667;
328;J18;Dg;0.142857142857143;
328;J18;Fr;0.153846153846154;
328;J18;Ga;0.08;
328;J18;Hl;0.2;
328;J18;Hp;0.48;
328;J18;Lp;0.28;
328;J18;Pg;0.08;
328;J18;Pm;1.08;
328;J18;Pt;0;
328;J18;Ra;2.56;
328;J18;Sp;1.52;
328;J18;To;2.16666666666667;
330;J18;Hp;0.16;
331;J18;Ao;NA;set to associated monoculture value
331;J18;Cj;NA;set to associated monoculture value
331;J18;Hp;NA;set to associated monoculture value
331;J18;Pg;NA;set to associated monoculture value
332;J18;Cb;NA;set to associated monoculture value
332;J18;Dg;NA;set to associated monoculture value
332;J18;Ga;NA;set to associated monoculture value
332;J18;Hl;NA;set to associated monoculture value
332;J18;Lp;NA;set to associated monoculture value
332;J18;To;NA;set to associated monoculture value
333;J18;Be;0.2;
333;J18;Cb;0.6;
333;J18;Dc;0;
333;J18;Dg;0.24;
333;J18;Hl;0.04;
333;J18;Hp;0.32;
333;J18;Pg;0.16;
333;J18;Ra;2.8;
334;J18;Ga;0.16;
335;J18;Be;0.6;
336;J18;Am;0.08;
336;J18;Ao;0.24;
336;J18;Be;0.24;
336;J18;Cj;0.8;
336;J18;Dc;NA;set to associated monoculture value
336;J18;Pg;0.12;
336;J18;Pm;0.6;
336;J18;Sp;1.04;
1;A18;Cj;1.08;
1;A18;Dg;1.08;
1;A18;Sp;1.84;
1;A18;To;1.04;
2;A18;Dc;NA;set to associated monoculture value
2;A18;Lp;NA;set to associated monoculture value
2;A18;Pm;NA;set to associated monoculture value
2;A18;To;NA;set to associated monoculture value
3;A18;Ao;NA;set to associated monoculture value
3;A18;Be;NA;set to associated monoculture value
3;A18;Cb;NA;set to associated monoculture value
3;A18;Cj;NA;set to associated monoculture value
3;A18;Hl;NA;set to associated monoculture value
3;A18;Hp;NA;set to associated monoculture value
3;A18;Lp;NA;set to associated monoculture value
3;A18;To;NA;set to associated monoculture value
4;A18;Dg;1.12;
5;A18;Ao;NA;set to associated monoculture value
5;A18;Dg;NA;set to associated monoculture value
5;A18;Hp;NA;set to associated monoculture value
5;A18;Ra;NA;set to associated monoculture value
6;A18;Pm;1.84;
7;A18;Dg;NA;set to associated monoculture value
7;A18;Hl;NA;set to associated monoculture value
7;A18;Pt;NA;set to associated monoculture value
8;A18;Ao;NA;data missing. Monoculture value modelled.
9;A18;Dg;NA;set to associated monoculture value
9;A18;Lp;NA;set to associated monoculture value
9;A18;To;NA;set to associated monoculture value
10;A18;Ao;NA;set to associated monoculture value
10;A18;Cj;NA;set to associated monoculture value
10;A18;Dc;NA;set to associated monoculture value
10;A18;Sp;NA;set to associated monoculture value
11;A18;Ao;NA;set to associated monoculture value
11;A18;Be;0.8;
11;A18;Cj;0.92;
11;A18;Dc;0.318181818181818;
11;A18;Fr;0.16;
11;A18;Pg;0.36;
11;A18;Pm;1.32;
11;A18;Sp;1.76;
12;A18;Cb;NA;set to associated monoculture value
12;A18;Dg;NA;set to associated monoculture value
12;A18;Ga;NA;set to associated monoculture value
12;A18;Lp;NA;set to associated monoculture value
12;A18;Pt;NA;set to associated monoculture value
12;A18;Ra;NA;set to associated monoculture value
13;A18;Cb;1.12;
13;A18;Ga;0.16;
13;A18;Hl;0.4;
14;A18;Am;NA;set to associated monoculture value
14;A18;Dc;NA;set to associated monoculture value
14;A18;Lp;NA;set to associated monoculture value
14;A18;To;NA;set to associated monoculture value
15;A18;Dc;NA;set to associated monoculture value
15;A18;Hp;0.72;
15;A18;Pg;0.68;
15;A18;Sp;1.8;
16;A18;Dc;0.36;
17;A18;Ra;1.89473684210526;
18;A18;Be;0.117647058823529;
18;A18;Dc;0;
18;A18;Fr;0.2;
18;A18;Ga;0.68;
18;A18;Lp;0.36;
18;A18;Pt;0.36;
18;A18;Sp;1.08;
18;A18;To;0.8;
19;A18;Cb;NA;set to associated monoculture value
19;A18;Dg;NA;set to associated monoculture value
19;A18;Pt;NA;set to associated monoculture value
19;A18;To;NA;set to associated monoculture value
20;A18;Pt;NA;data missing. Monoculture value modelled.
21;A18;Am;0.04;
21;A18;Ao;0.333333333333333;
21;A18;Be;0.45;
21;A18;Cb;0.8;
21;A18;Cj;0.52;
21;A18;Dc;NA;set to associated monoculture value
21;A18;Dg;0.363636363636364;
21;A18;Fr;0.24;
21;A18;Ga;0.28;
21;A18;Hl;NA;set to associated monoculture value
21;A18;Hp;0.32;
21;A18;Lp;0.32;
21;A18;Pg;0.72;
21;A18;Pm;0.84;
21;A18;Pt;0.36;
21;A18;Ra;2;
21;A18;Sp;1.56;
21;A18;To;0.52;
22;A18;Ao;NA;set to associated monoculture value
22;A18;Cj;NA;set to associated monoculture value
22;A18;Hp;NA;set to associated monoculture value
22;A18;Pg;NA;set to associated monoculture value
23;A18;Am;NA;set to associated monoculture value
23;A18;Cj;NA;set to associated monoculture value
23;A18;Fr;NA;set to associated monoculture value
23;A18;Hp;NA;set to associated monoculture value
24;A18;Dg;0.36;
24;A18;Lp;0.4;
24;A18;Pt;0.2;
24;A18;To;0.84;
25;A18;Hp;0.6;
25;A18;Pg;0.56;
25;A18;Pm;1.16;
25;A18;Sp;1.24;
26;A18;Hl;0.76;
27;A18;Dg;NA;set to associated monoculture value
27;A18;Lp;NA;set to associated monoculture value
27;A18;Ra;NA;set to associated monoculture value
28;A18;Ao;NA;set to associated monoculture value
28;A18;Be;NA;set to associated monoculture value
28;A18;Cj;NA;set to associated monoculture value
28;A18;Dc;NA;set to associated monoculture value
28;A18;Fr;NA;set to associated monoculture value
28;A18;Hp;NA;set to associated monoculture value
28;A18;Pg;NA;set to associated monoculture value
28;A18;Pm;NA;set to associated monoculture value
29;A18;Am;NA;set to associated monoculture value
29;A18;Be;NA;set to associated monoculture value
29;A18;Cj;NA;set to associated monoculture value
29;A18;Dc;NA;set to associated monoculture value
29;A18;Hp;NA;set to associated monoculture value
29;A18;Pg;NA;set to associated monoculture value
29;A18;Pm;NA;set to associated monoculture value
29;A18;Sp;NA;set to associated monoculture value
30;A18;Am;0.16;
32;A18;Lp;0.68;
33;A18;Fr;0.44;
33;A18;Pt;0.84;
33;A18;Ra;NA;set to associated monoculture value
33;A18;Sp;1.44;
34;A18;Ao;NA;set to associated monoculture value
34;A18;Cb;NA;set to associated monoculture value
34;A18;Dg;NA;set to associated monoculture value
34;A18;Ga;NA;set to associated monoculture value
34;A18;Hp;NA;set to associated monoculture value
34;A18;Pg;NA;set to associated monoculture value
34;A18;Ra;NA;set to associated monoculture value
34;A18;Sp;NA;set to associated monoculture value
35;A18;Be;0.32;
35;A18;Cb;0.52;
35;A18;Dc;0;
35;A18;Dg;1.07142857142857;
35;A18;Hl;0.24;
35;A18;Hp;0.44;
35;A18;Pg;0.88;
35;A18;Ra;NA;set to associated monoculture value
36;A18;Cb;0.88;
36;A18;Dg;0.44;
36;A18;Hl;0.2;
36;A18;Lp;0.28;
36;A18;Pt;0.16;
36;A18;To;0.4;
37;A18;Ao;NA;set to associated monoculture value
37;A18;Dc;NA;set to associated monoculture value
37;A18;Fr;NA;set to associated monoculture value
37;A18;Pm;NA;set to associated monoculture value
38;A18;Ao;NA;set to associated monoculture value
38;A18;Dc;NA;set to associated monoculture value
38;A18;Dg;NA;set to associated monoculture value
38;A18;To;NA;set to associated monoculture value
39;A18;Cb;0.68;
39;A18;Hp;0.24;
39;A18;Lp;0.52;
39;A18;Pg;0.48;
40;A18;Ga;0.12;
40;A18;Hl;0.48;
40;A18;Lp;1.08;
40;A18;Pt;0.36;
40;A18;Ra;NA;set to associated monoculture value
40;A18;To;1.12;
41;A18;Am;0.12;
41;A18;Ao;NA;set to associated monoculture value
41;A18;Be;0.52;
41;A18;Cj;1.16;
41;A18;Dc;NA;set to associated monoculture value
41;A18;Fr;0.08;
41;A18;Hp;0.16;
41;A18;Pm;0.6;
42;A18;Be;0.4;
42;A18;Cj;0.72;
42;A18;Dc;NA;set to associated monoculture value
42;A18;Pm;1.2;
43;A18;Am;0.16;
43;A18;Ao;0.466666666666667;
43;A18;Be;0.28;
43;A18;Cb;0.56;
43;A18;Cj;0.68;
43;A18;Dc;NA;set to associated monoculture value
43;A18;Dg;0.96;
43;A18;Fr;0.04;
43;A18;Ga;0.16;
43;A18;Hl;0.36;
43;A18;Hp;0.12;
43;A18;Lp;0.72;
43;A18;Pg;0.44;
43;A18;Pm;0.48;
43;A18;Pt;0.28;
43;A18;Ra;NA;set to associated monoculture value
43;A18;Sp;1.48;
43;A18;To;1.04;
44;A18;Am;0.04;
44;A18;Ao;0.333333333333333;
44;A18;Dg;0.72;
44;A18;Hl;0.52;
44;A18;Pg;0.64;
44;A18;Pm;1.68;
44;A18;Ra;NA;set to associated monoculture value
45;A18;Be;1.2;
46;A18;Am;0.08;
46;A18;Ao;NA;set to associated monoculture value
46;A18;Fr;0.28;
46;A18;Hp;0.56;
47;A18;Pg;0.48;
48;A18;Cb;0.44;
48;A18;Dg;1.2;
48;A18;Ga;0.2;
48;A18;Hl;0.76;
48;A18;Pt;0.72;
48;A18;To;1.08;
49;A18;Dc;0.3125;
49;A18;Hl;0.56;
49;A18;Hp;0.28;
49;A18;Pg;0.44;
49;A18;Pm;1.24;
49;A18;To;0.68;
50;A18;Am;0.2;
50;A18;Ao;0.875;
50;A18;Be;0.24;
50;A18;Dc;0.4;
50;A18;Fr;0.28;
50;A18;Hp;0.36;
50;A18;Pm;1.08;
50;A18;Sp;1.6;
51;A18;Am;NA;set to associated monoculture value
51;A18;Be;NA;set to associated monoculture value
51;A18;Cj;NA;set to associated monoculture value
51;A18;Dc;NA;set to associated monoculture value
51;A18;Fr;NA;set to associated monoculture value
51;A18;Pg;NA;set to associated monoculture value
51;A18;Pm;NA;set to associated monoculture value
51;A18;Sp;NA;set to associated monoculture value
52;A18;To;1.24;
53;A18;Dg;1;
53;A18;Ga;0.2;
53;A18;Ra;1.52;
54;A18;Am;0.12;
54;A18;Ao;0.555555555555556;
54;A18;Be;0.32;
54;A18;Cj;0.4;
54;A18;Dc;NA;set to associated monoculture value
54;A18;Pg;0.44;
54;A18;Pm;1.2;
54;A18;Sp;1.44;
55;A18;Am;NA;set to associated monoculture value
55;A18;Ao;NA;set to associated monoculture value
55;A18;Dc;NA;set to associated monoculture value
55;A18;Pm;NA;set to associated monoculture value
56;A18;Cj;1.04;
57;A18;Am;NA;set to associated monoculture value
57;A18;Ao;NA;set to associated monoculture value
57;A18;Be;NA;set to associated monoculture value
57;A18;Cj;NA;set to associated monoculture value
57;A18;Fr;NA;set to associated monoculture value
57;A18;Hp;NA;set to associated monoculture value
57;A18;Pg;NA;set to associated monoculture value
57;A18;Sp;NA;set to associated monoculture value
58;A18;Dg;1.32;
58;A18;Ga;0.16;
58;A18;Ra;1.52;
59;A18;Am;0;
59;A18;Ao;NA;set to associated monoculture value
59;A18;Be;0.36;
59;A18;Cb;0.64;
59;A18;Cj;0.52;
59;A18;Dc;0.222222222222222;
59;A18;Dg;0.76;
59;A18;Fr;0.36;
59;A18;Ga;0.24;
59;A18;Hl;NA;set to associated monoculture value
59;A18;Hp;0.84;
59;A18;Lp;0.16;
59;A18;Pg;0.4;
59;A18;Pm;0.92;
59;A18;Pt;0.44;
59;A18;Ra;NA;set to associated monoculture value
59;A18;Sp;1.6;
59;A18;To;0.6;
60;A18;Cb;0.48;
61;A18;Dg;NA;set to associated monoculture value
61;A18;Ga;NA;set to associated monoculture value
61;A18;Hl;NA;set to associated monoculture value
61;A18;Lp;NA;set to associated monoculture value
61;A18;Pt;NA;set to associated monoculture value
61;A18;To;NA;set to associated monoculture value
62;A18;Am;NA;set to associated monoculture value
62;A18;Ao;NA;set to associated monoculture value
62;A18;Be;NA;set to associated monoculture value
62;A18;Fr;NA;set to associated monoculture value
62;A18;Hp;NA;set to associated monoculture value
62;A18;Pg;NA;set to associated monoculture value
62;A18;Pm;NA;set to associated monoculture value
62;A18;Sp;NA;set to associated monoculture value
63;A18;Cb;NA;set to associated monoculture value
63;A18;Dg;NA;set to associated monoculture value
63;A18;Ga;NA;set to associated monoculture value
63;A18;Hl;NA;set to associated monoculture value
63;A18;Lp;NA;set to associated monoculture value
63;A18;To;NA;set to associated monoculture value
64;A18;Cb;NA;set to associated monoculture value
64;A18;Ga;NA;set to associated monoculture value
64;A18;Hl;NA;set to associated monoculture value
64;A18;Lp;NA;set to associated monoculture value
65;A18;Cb;NA;set to associated monoculture value
65;A18;Dg;NA;set to associated monoculture value
65;A18;Ga;NA;set to associated monoculture value
65;A18;Lp;NA;set to associated monoculture value
65;A18;Pt;NA;set to associated monoculture value
65;A18;Ra;NA;set to associated monoculture value
65;A18;To;NA;set to associated monoculture value
66;A18;Am;0.04;
66;A18;Dg;1.12;
66;A18;Sp;1.16;
67;A18;Hp;0.6;
68;A18;Ao;0.636363636363636;
68;A18;Cj;1.24;
68;A18;Fr;0.2;
68;A18;Pg;0.52;
69;A18;Cb;0.44;
69;A18;Dg;0.88;
69;A18;Ga;0.32;
69;A18;Hl;0.36;
69;A18;Ra;1.44;
69;A18;To;0.76;
70;A18;Cj;0.8;
70;A18;Fr;0.08;
70;A18;Ga;0.2;
70;A18;Pm;1.16;
70;A18;Pt;0.2;
70;A18;Sp;1.64;
70;A18;To;0.28;
71;A18;Fr;0.4;
72;A18;Dc;NA;set to associated monoculture value
72;A18;Dg;NA;set to associated monoculture value
72;A18;Ga;NA;set to associated monoculture value
72;A18;Hl;NA;set to associated monoculture value
72;A18;Hp;NA;set to associated monoculture value
72;A18;Lp;NA;set to associated monoculture value
72;A18;Pg;NA;set to associated monoculture value
72;A18;Pm;NA;set to associated monoculture value
73;A18;Be;NA;set to associated monoculture value
73;A18;Dc;NA;set to associated monoculture value
73;A18;Ga;NA;set to associated monoculture value
73;A18;Lp;NA;set to associated monoculture value
73;A18;Pg;NA;set to associated monoculture value
73;A18;Pm;NA;set to associated monoculture value
73;A18;Ra;NA;set to associated monoculture value
74;A18;Dg;0.84;
74;A18;Lp;0.28;
74;A18;Pt;0.48;
75;A18;Be;0.6;
75;A18;Ga;0.2;
75;A18;Pm;0.88;
75;A18;To;0.36;
76;A18;Am;NA;set to associated monoculture value
76;A18;Ao;NA;set to associated monoculture value
76;A18;Cb;NA;set to associated monoculture value
76;A18;Ga;NA;set to associated monoculture value
76;A18;Pm;NA;set to associated monoculture value
76;A18;Sp;NA;set to associated monoculture value
77;A18;Am;NA;set to associated monoculture value
77;A18;Ga;NA;set to associated monoculture value
77;A18;Lp;NA;set to associated monoculture value
77;A18;Sp;NA;set to associated monoculture value
78;A18;Ga;0.36;
79;A18;Sp;2.08;
80;A18;Cb;0.6;
80;A18;Ga;0.4;
80;A18;Lp;0.6;
80;A18;Pt;0.48;
80;A18;Ra;NA;set to associated monoculture value
80;A18;To;0.76;
82;A18;Am;0.08;
82;A18;Ao;NA;set to associated monoculture value
82;A18;Be;0.16;
82;A18;Cj;0.72;
82;A18;Dc;NA;set to associated monoculture value
82;A18;Hp;0.96;
82;A18;Pm;0.72;
82;A18;Sp;1.16;
83;A18;Am;0.12;
83;A18;Ao;0.76;
83;A18;Be;0.48;
83;A18;Cb;0.56;
83;A18;Cj;0.72;
83;A18;Dc;NA;set to associated monoculture value
83;A18;Dg;0.64;
83;A18;Fr;0.56;
83;A18;Ga;0.2;
83;A18;Hl;1.15789473684211;
83;A18;Hp;0.64;
83;A18;Lp;0.4;
83;A18;Pg;0.72;
83;A18;Pm;0.36;
83;A18;Pt;0.28;
83;A18;Ra;NA;set to associated monoculture value
83;A18;Sp;1.24;
83;A18;To;0.32;
84;A18;Cb;NA;set to associated monoculture value
84;A18;Ga;NA;set to associated monoculture value
84;A18;Hl;NA;set to associated monoculture value
84;A18;Lp;NA;set to associated monoculture value
84;A18;Pt;NA;set to associated monoculture value
84;A18;Ra;NA;set to associated monoculture value
84;A18;To;NA;set to associated monoculture value
85;A18;Am;NA;set to associated monoculture value
85;A18;Be;NA;set to associated monoculture value
85;A18;Cj;NA;set to associated monoculture value
85;A18;Dc;NA;set to associated monoculture value
85;A18;Fr;NA;set to associated monoculture value
85;A18;Pg;NA;set to associated monoculture value
85;A18;Pm;NA;set to associated monoculture value
85;A18;Sp;NA;set to associated monoculture value
86;A18;Cb;0.56;
86;A18;Dg;0.96;
86;A18;Ga;0.24;
86;A18;Hl;0.28;
86;A18;Pt;0.625;
86;A18;To;0.64;
87;A18;Be;NA;set to associated monoculture value
87;A18;Dc;NA;set to associated monoculture value
87;A18;Ga;NA;set to associated monoculture value
87;A18;Lp;NA;set to associated monoculture value
87;A18;Pg;NA;set to associated monoculture value
87;A18;Pm;NA;set to associated monoculture value
87;A18;Ra;NA;set to associated monoculture value
88;A18;Pg;0.52;
89;A18;Cb;1.16;
89;A18;Ga;0.16;
89;A18;Lp;0.44;
89;A18;Pt;0.6;
89;A18;Ra;NA;set to associated monoculture value
89;A18;To;0.6;
90;A18;Am;0.12;
90;A18;Ao;NA;set to associated monoculture value
90;A18;Dg;0.44;
90;A18;Hl;0.44;
90;A18;Pg;0.56;
90;A18;Pm;1.28;
90;A18;Ra;NA;set to associated monoculture value
91;A18;Ao;0.36;
92;A18;Ao;NA;set to associated monoculture value
92;A18;Cj;NA;set to associated monoculture value
92;A18;Hp;NA;set to associated monoculture value
92;A18;Pg;NA;set to associated monoculture value
93;A18;Lp;1.24;
94;A18;Cb;0.64;
94;A18;Dg;1.28;
94;A18;Ga;0.44;
94;A18;Hl;0.76;
94;A18;Ra;NA;set to associated monoculture value
94;A18;To;0.68;
95;A18;Dc;0.12;
96;A18;Cj;1.52;
97;A18;Fr;0.64;
98;A18;Am;0;
98;A18;Ao;NA;set to associated monoculture value
98;A18;Be;0.24;
98;A18;Cj;0.6;
98;A18;Dc;NA;set to associated monoculture value
98;A18;Hp;0.52;
98;A18;Pm;1.32;
98;A18;Sp;1.24;
99;A18;Am;0;
99;A18;Ao;NA;set to associated monoculture value
99;A18;Be;0.48;
99;A18;Cb;0.84;
99;A18;Cj;0.72;
99;A18;Dc;NA;set to associated monoculture value
99;A18;Dg;0.24;
99;A18;Fr;0.6;
99;A18;Ga;0.36;
99;A18;Hl;0.909090909090909;
99;A18;Hp;0.6;
99;A18;Lp;0.52;
99;A18;Pg;0.235294117647059;
99;A18;Pm;0.92;
99;A18;Pt;0.68;
99;A18;Ra;NA;set to associated monoculture value
99;A18;Sp;1.36;
99;A18;To;0.4;
100;A18;Be;0.6;
100;A18;Cb;0.44;
100;A18;Dc;0.0909090909090909;
100;A18;Dg;0.32;
100;A18;Hl;0.32;
100;A18;Hp;0.24;
100;A18;Pg;0.2;
100;A18;Ra;NA;set to associated monoculture value
101;A18;Dg;NA;set to associated monoculture value
101;A18;Lp;NA;set to associated monoculture value
101;A18;To;NA;set to associated monoculture value
102;A18;Cb;0.88;
102;A18;Ga;0.32;
102;A18;Hl;0.12;
103;A18;Cb;NA;set to associated monoculture value
103;A18;Ga;NA;set to associated monoculture value
103;A18;Hl;NA;set to associated monoculture value
103;A18;Lp;NA;set to associated monoculture value
103;A18;Pt;NA;set to associated monoculture value
103;A18;Ra;NA;set to associated monoculture value
103;A18;To;NA;set to associated monoculture value
104;A18;Dg;NA;set to associated monoculture value
104;A18;Lp;NA;set to associated monoculture value
104;A18;Ra;NA;set to associated monoculture value
105;A18;Am;NA;set to associated monoculture value
105;A18;Ao;NA;set to associated monoculture value
105;A18;Cb;NA;set to associated monoculture value
105;A18;Ga;NA;set to associated monoculture value
105;A18;Pm;NA;set to associated monoculture value
105;A18;Sp;NA;set to associated monoculture value
106;A18;Dg;NA;set to associated monoculture value
106;A18;Lp;0.44;
106;A18;Pt;0.84;
106;A18;To;0.28;
107;A18;Be;1.16;
107;A18;Dc;0.12;
107;A18;Fr;0.24;
107;A18;Ga;0.28;
107;A18;Lp;0.48;
107;A18;Pt;0.48;
107;A18;Sp;1.12;
107;A18;To;0.88;
108;A18;Cj;1.4;
108;A18;Dg;1;
108;A18;Sp;1.56;
108;A18;To;0.68;
109;A18;Hp;0.36;
109;A18;Pg;0.68;
109;A18;Pm;1.04;
109;A18;Sp;1.48;
110;A18;Cj;0.72;
110;A18;Fr;0.28;
110;A18;Ga;0.4;
110;A18;Pm;0.64;
110;A18;Pt;0.48;
110;A18;Sp;1.48;
110;A18;To;NA;set to associated monoculture value
111;A18;Ao;NA;set to associated monoculture value
111;A18;Dg;NA;set to associated monoculture value
111;A18;Hp;NA;set to associated monoculture value
111;A18;Ra;NA;set to associated monoculture value
112;A18;Am;NA;set to associated monoculture value
112;A18;Ao;NA;set to associated monoculture value
112;A18;Dc;NA;set to associated monoculture value
112;A18;Pm;NA;set to associated monoculture value
113;A18;Cb;1.2;
114;A18;Pt;0.48;
115;A18;To;1.16;
116;A18;Cb;NA;set to associated monoculture value
116;A18;Ga;NA;set to associated monoculture value
116;A18;Hl;NA;set to associated monoculture value
116;A18;Lp;NA;set to associated monoculture value
117;A18;Am;0.08;
117;A18;Ao;0.8;
117;A18;Be;0.36;
117;A18;Cb;0.96;
117;A18;Cj;1.24;
117;A18;Dc;NA;set to associated monoculture value
117;A18;Dg;0.533333333333333;
117;A18;Fr;0.28;
117;A18;Ga;0.8;
117;A18;Hl;0.25;
117;A18;Hp;0.32;
117;A18;Lp;0.48;
117;A18;Pg;0.92;
117;A18;Pm;1.2;
117;A18;Pt;0.68;
117;A18;Ra;NA;set to associated monoculture value
117;A18;Sp;1.2;
117;A18;To;0.68;
118;A18;Am;NA;set to associated monoculture value
118;A18;Ao;NA;set to associated monoculture value
118;A18;Be;NA;set to associated monoculture value
118;A18;Cj;NA;set to associated monoculture value
118;A18;Fr;NA;set to associated monoculture value
118;A18;Hp;NA;set to associated monoculture value
118;A18;Pg;NA;set to associated monoculture value
118;A18;Sp;NA;set to associated monoculture value
120;A18;Am;0.08;
120;A18;Ao;0.625;
120;A18;Be;0.4;
120;A18;Cj;1.68;
120;A18;Dc;NA;set to associated monoculture value
120;A18;Fr;0.56;
120;A18;Hp;0.24;
120;A18;Pm;0.84;
121;A18;Hp;1.08;
122;A18;Dc;0.333333333333333;
122;A18;Hl;0.32;
122;A18;Hp;0.44;
122;A18;Pg;0.76;
122;A18;Pm;1.56;
122;A18;To;0.68;
123;A18;Ao;NA;set to associated monoculture value
123;A18;Be;NA;set to associated monoculture value
123;A18;Cb;NA;set to associated monoculture value
123;A18;Cj;NA;set to associated monoculture value
123;A18;Hl;NA;set to associated monoculture value
123;A18;Hp;NA;set to associated monoculture value
123;A18;Lp;NA;set to associated monoculture value
123;A18;To;NA;set to associated monoculture value
124;A18;Be;0.52;
124;A18;Cj;1.28;
124;A18;Dc;0.785714285714286;
124;A18;Pm;1.56;
125;A18;Ao;0.571428571428571;
125;A18;Be;0.64;
125;A18;Cj;1.16;
125;A18;Dc;1.16666666666667;
125;A18;Fr;0.4;
125;A18;Pg;0.6;
125;A18;Pm;1.64;
125;A18;Sp;1.68;
126;A18;Sp;2.08;
127;A18;Ao;0.5;
127;A18;Cj;0.64;
127;A18;Fr;0.24;
127;A18;Pg;0.72;
128;A18;Ao;NA;set to associated monoculture value
128;A18;Cj;NA;set to associated monoculture value
128;A18;Dc;NA;set to associated monoculture value
128;A18;Sp;NA;set to associated monoculture value
129;A18;Dg;2.08;
130;A18;Hl;1.16;
131;A18;Cb;NA;set to associated monoculture value
131;A18;Dg;NA;set to associated monoculture value
131;A18;Ga;NA;set to associated monoculture value
131;A18;Lp;NA;set to associated monoculture value
131;A18;Pt;NA;set to associated monoculture value
131;A18;Ra;NA;set to associated monoculture value
131;A18;To;NA;set to associated monoculture value
132;A18;Cb;NA;set to associated monoculture value
132;A18;Dg;NA;set to associated monoculture value
132;A18;Ga;NA;set to associated monoculture value
132;A18;Lp;NA;set to associated monoculture value
132;A18;Pt;NA;set to associated monoculture value
132;A18;Ra;NA;set to associated monoculture value
133;A18;Ao;NA;set to associated monoculture value
133;A18;Dc;NA;set to associated monoculture value
133;A18;Fr;NA;set to associated monoculture value
133;A18;Pm;NA;set to associated monoculture value
134;A18;Am;0.16;
135;A18;Ga;0.36;
135;A18;Hl;0.4;
135;A18;Lp;0.92;
135;A18;Pt;0.36;
135;A18;Ra;NA;set to associated monoculture value
135;A18;To;0.52;
136;A18;Cb;1.12;
136;A18;Dg;0.96;
136;A18;Hl;0.24;
136;A18;Lp;0.76;
136;A18;Pt;0.8;
136;A18;To;0.6;
137;A18;Am;0;
137;A18;Dg;0.68;
137;A18;Sp;1.24;
138;A18;Be;0.52;
138;A18;Ga;0.2;
138;A18;Pm;1.2;
138;A18;To;NA;set to associated monoculture value
139;A18;Cb;NA;set to associated monoculture value
139;A18;Dg;NA;set to associated monoculture value
139;A18;Pt;NA;set to associated monoculture value
139;A18;To;NA;set to associated monoculture value
140;A18;Dg;0.96;
140;A18;Ga;0.28;
140;A18;Ra;NA;set to associated monoculture value
141;A18;Ao;NA;set to associated monoculture value
141;A18;Be;NA;set to associated monoculture value
141;A18;Cj;NA;set to associated monoculture value
141;A18;Dc;NA;set to associated monoculture value
141;A18;Fr;NA;set to associated monoculture value
141;A18;Hp;NA;set to associated monoculture value
141;A18;Pg;NA;set to associated monoculture value
141;A18;Pm;NA;set to associated monoculture value
142;A18;Dg;0.92;
142;A18;Ga;0.2;
142;A18;Ra;NA;set to associated monoculture value
143;A18;Dc;NA;set to associated monoculture value
143;A18;Lp;NA;set to associated monoculture value
143;A18;Pm;NA;set to associated monoculture value
143;A18;To;NA;set to associated monoculture value
144;A18;Cb;1.24;
144;A18;Hp;0.72;
144;A18;Lp;0.28;
144;A18;Pg;0.48;
145;A18;Am;NA;set to associated monoculture value
145;A18;Ga;NA;set to associated monoculture value
145;A18;Lp;NA;set to associated monoculture value
145;A18;Sp;NA;set to associated monoculture value
146;A18;Ga;0.2;
147;A18;Ao;NA;set to associated monoculture value
147;A18;Cb;NA;set to associated monoculture value
147;A18;Dg;NA;set to associated monoculture value
147;A18;Ga;NA;set to associated monoculture value
147;A18;Hp;NA;set to associated monoculture value
147;A18;Pg;NA;set to associated monoculture value
147;A18;Ra;NA;set to associated monoculture value
