plot.num,blk,plot,plotid,enemy,resources,diversity,spp,species.id,provenance,func.2,month,year,percov
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Medicago sp,UNK,Legume,Jun-13,2013,3
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Medicago sp,UNK,Legume,May-14,2014,15
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Medicago sp,UNK,Legume,Sep-12,2012,0.5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Oxalis dillenii,Native,Forb,Jul-14,2014,1
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Oxalis dillenii,Native,Forb,Jun-13,2013,1
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Oxalis dillenii,Native,Forb,May-14,2014,1
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Oxalis dillenii,Native,Forb,Sep-12,2012,0.5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Oxalis dillenii,Native,Forb,Sep-13,2013,0.5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Oxalis dillenii,Native,Forb,Sep-14,2014,5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Packera anonyma,Native,Forb,Jun-13,2013,35
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Packera anonyma,Native,Forb,Sep-12,2012,30
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Packera anonyma,Native,Forb,Sep-15,2015,0.5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Paspalum sp,UNK,C4,Sep-12,2012,8
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Pinus taeda,Native,Woody,Jun-13,2013,1
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Pinus taeda,Native,Woody,Sep-12,2012,2
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Plantago lanceolata,Exotic,Forb,Jun-13,2013,3
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Plantago lanceolata,Exotic,Forb,May-14,2014,1
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Plantago lanceolata,Exotic,Forb,Sep-12,2012,2
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Plantago lanceolata,Exotic,Forb,Sep-13,2013,2
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Ranunculus bulbosus,Exotic,Forb,May-14,2014,3
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Ranunculus bulbosus,Exotic,Forb,Sep-12,2012,5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Ranunculus bulbosus,Exotic,Forb,Sep-13,2013,1
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Rubus argutus,Native,Woody,Jul-14,2014,5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Rubus argutus,Native,Woody,May-14,2014,4
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Rubus argutus,Native,Woody,Sep-13,2013,5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Rubus argutus,Native,Woody,Sep-14,2014,10
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Salvia lyrata,Native,Forb,Jul-14,2014,3
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Salvia lyrata,Native,Forb,Jun-13,2013,12
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Salvia lyrata,Native,Forb,May-14,2014,4
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Salvia lyrata,Native,Forb,Sep-12,2012,8
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Salvia lyrata,Native,Forb,Sep-13,2013,5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Salvia lyrata,Native,Forb,Sep-15,2015,1
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Schedonorus arundinaceus,Exotic,C3,Jul-14,2014,80
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Schedonorus arundinaceus,Exotic,C3,Jun-13,2013,15
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Schedonorus arundinaceus,Exotic,C3,May-14,2014,60
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Schedonorus arundinaceus,Exotic,C3,Sep-12,2012,15
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Schedonorus arundinaceus,Exotic,C3,Sep-13,2013,25
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Schedonorus arundinaceus,Exotic,C3,Sep-14,2014,80
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Schedonorus arundinaceus,Exotic,C3,Sep-15,2015,95
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Scutellaria integrifolia,Native,Forb,Jul-14,2014,20
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Scutellaria integrifolia,Native,Forb,Jun-13,2013,20
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Scutellaria integrifolia,Native,Forb,May-14,2014,15
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Scutellaria integrifolia,Native,Forb,Sep-12,2012,10
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Scutellaria integrifolia,Native,Forb,Sep-13,2013,25
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Scutellaria integrifolia,Native,Forb,Sep-14,2014,20
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Scutellaria integrifolia,Native,Forb,Sep-15,2015,15
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Setaria parviflora,Native,C4,Sep-12,2012,10
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Setaria parviflora,Native,C4,Sep-13,2013,5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Solanum carolinense,Native,Forb,Jul-14,2014,4
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Solanum carolinense,Native,Forb,Sep-14,2014,2
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Solanum carolinense,Native,Forb,Sep-15,2015,6
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Solidago pinetorum,Native,Forb,Jul-14,2014,5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Solidago pinetorum,Native,Forb,Jun-13,2013,30
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Solidago pinetorum,Native,Forb,May-14,2014,5
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Solidago pinetorum,Native,Forb,Sep-12,2012,22
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Solidago pinetorum,Native,Forb,Sep-13,2013,20
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Tridens flavus,Native,C4,Sep-12,2012,10
2_56,2,ANVIPRO,2ANVIPRO,Unsprayed,Fertilized,Polyculture,ANVI,Vicia sp,UNK,Legume,Sep-12,2012,0.5
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Allium vineale,Exotic,Forb,Sep-12,2012,0.5
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Anthoxanthum odoratum,Exotic,C3,Jul-14,2014,6
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Anthoxanthum odoratum,Exotic,C3,Jun-13,2013,10
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Anthoxanthum odoratum,Exotic,C3,May-14,2014,7
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Anthoxanthum odoratum,Exotic,C3,Sep-13,2013,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Anthoxanthum odoratum,Exotic,C3,Sep-14,2014,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Anthoxanthum odoratum,Exotic,C3,Sep-15,2015,2
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Carex sp,UNK,C3,Jul-14,2014,3
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Carex sp,UNK,C3,Jun-13,2013,2
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Carex sp,UNK,C3,Sep-12,2012,3
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Conyza canadensis,Native,Forb,Jun-13,2013,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Conyza canadensis,Native,Forb,Sep-12,2012,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Conyza canadensis,Native,Forb,Sep-13,2013,5
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Dichanthelium dichotomum,Native,C4,Sep-12,2012,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Dichanthelium dichotomum,Native,C4,Sep-13,2013,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Dichanthelium dichotomum,Native,C4,Sep-14,2014,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Erigeron annuus,Native,Forb,Jun-13,2013,3
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Gamochaeta purpurea,Native,Forb,Jun-13,2013,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Gamochaeta purpurea,Native,Forb,Sep-12,2012,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Holcus lanatus,Exotic,C3,Jul-14,2014,12
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Holcus lanatus,Exotic,C3,Jun-13,2013,50
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Holcus lanatus,Exotic,C3,May-14,2014,22
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Holcus lanatus,Exotic,C3,Sep-12,2012,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Holcus lanatus,Exotic,C3,Sep-13,2013,3
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Holcus lanatus,Exotic,C3,Sep-14,2014,2
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Holcus lanatus,Exotic,C3,Sep-15,2015,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Juncus anthelatus,Native,C3,Sep-14,2014,0.1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lactuca sp,UNK,Forb,Jul-14,2014,5
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lactuca sp,UNK,Forb,Jun-13,2013,10
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lactuca sp,UNK,Forb,May-14,2014,6
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lactuca sp,UNK,Forb,Sep-14,2014,5
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lonicera japonica,Exotic,Woody,Jul-14,2014,35
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lonicera japonica,Exotic,Woody,Jun-13,2013,6
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lonicera japonica,Exotic,Woody,May-14,2014,15
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lonicera japonica,Exotic,Woody,Sep-12,2012,8
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lonicera japonica,Exotic,Woody,Sep-13,2013,15
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lonicera japonica,Exotic,Woody,Sep-14,2014,20
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Lonicera japonica,Exotic,Woody,Sep-15,2015,40
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Medicago sp,UNK,Legume,May-14,2014,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Oxalis dillenii,Native,Forb,Jun-13,2013,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Oxalis dillenii,Native,Forb,Sep-12,2012,6
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Packera anonyma,Native,Forb,Jul-14,2014,6
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Packera anonyma,Native,Forb,Jun-13,2013,15
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Packera anonyma,Native,Forb,May-14,2014,22
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Packera anonyma,Native,Forb,Sep-12,2012,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Packera anonyma,Native,Forb,Sep-13,2013,25
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Packera anonyma,Native,Forb,Sep-14,2014,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Plantago lanceolata,Exotic,Forb,Jul-14,2014,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Plantago lanceolata,Exotic,Forb,Jun-13,2013,2
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Plantago lanceolata,Exotic,Forb,Sep-14,2014,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Prenanthes sp,UNK,Forb,Sep-15,2015,2
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Ranunculus bulbosus,Exotic,Forb,Jun-13,2013,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Ranunculus bulbosus,Exotic,Forb,May-14,2014,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Ranunculus bulbosus,Exotic,Forb,Sep-12,2012,6
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Ranunculus bulbosus,Exotic,Forb,Sep-13,2013,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Ranunculus bulbosus,Exotic,Forb,Sep-14,2014,0.5
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Salvia lyrata,Native,Forb,Jul-14,2014,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Salvia lyrata,Native,Forb,Jun-13,2013,5
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Salvia lyrata,Native,Forb,May-14,2014,2
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Salvia lyrata,Native,Forb,Sep-12,2012,1
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Salvia lyrata,Native,Forb,Sep-13,2013,3
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Schedonorus arundinaceus,Exotic,C3,Jul-14,2014,70
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Schedonorus arundinaceus,Exotic,C3,Jun-13,2013,15
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Schedonorus arundinaceus,Exotic,C3,May-14,2014,45
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Schedonorus arundinaceus,Exotic,C3,Sep-12,2012,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Schedonorus arundinaceus,Exotic,C3,Sep-13,2013,40
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Schedonorus arundinaceus,Exotic,C3,Sep-14,2014,100
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Schedonorus arundinaceus,Exotic,C3,Sep-15,2015,90
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Setaria parviflora,Native,C4,Sep-12,2012,4
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Setaria parviflora,Native,C4,Sep-13,2013,5
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Tridens flavus,Native,C4,Jun-13,2013,8
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Tridens flavus,Native,C4,Sep-12,2012,60
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Tridens flavus,Native,C4,Sep-14,2014,3
2_57,2,TRFLMRO,2TRFLMRO,Unsprayed,Fertilized,Monoculture,TRFL,Tridens flavus,Native,C4,Sep-15,2015,8
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Andropogon virginicus,Native,C4,Jul-14,2014,5
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Andropogon virginicus,Native,C4,Jun-13,2013,6
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Andropogon virginicus,Native,C4,May-14,2014,2
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-12,2012,3
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-13,2013,7
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-15,2015,2
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,Jul-14,2014,8
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,Jun-13,2013,4
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,May-14,2014,15
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,Sep-13,2013,10
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,Sep-14,2014,5
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,Sep-15,2015,4
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Carex complanata,Native,C3,Sep-15,2015,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Carex sp,UNK,C3,Jul-14,2014,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Carex sp,UNK,C3,Jun-13,2013,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Carex sp,UNK,C3,Sep-13,2013,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Carex sp,UNK,C3,Sep-14,2014,2
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Dichanthelium acuminatum,Native,C4,Jul-14,2014,8
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Dichanthelium acuminatum,Native,C4,Jun-13,2013,2
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Dichanthelium acuminatum,Native,C4,May-14,2014,5
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Dichanthelium acuminatum,Native,C4,Sep-13,2013,4
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Dichanthelium acuminatum,Native,C4,Sep-15,2015,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Dichanthelium dichotomum,Native,C4,Sep-12,2012,2
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Dichanthelium dichotomum,Native,C4,Sep-13,2013,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Dichanthelium dichotomum,Native,C4,Sep-14,2014,12
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Dichanthelium dichotomum,Native,C4,Sep-15,2015,18
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Digitaria sanguinalis,Exotic,C4,May-14,2014,3
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Eupatorium capillifolium,Native,Forb,Sep-14,2014,3
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Gamochaeta purpurea,Native,Forb,Sep-12,2012,0.5
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Jul-14,2014,5
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Jun-13,2013,7
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Holcus lanatus,Exotic,C3,May-14,2014,9
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Sep-14,2014,26
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Sep-15,2015,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Jul-14,2014,60
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Jun-13,2013,30
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,May-14,2014,25
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Sep-12,2012,3
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Sep-13,2013,18
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Sep-14,2014,70
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Sep-15,2015,70
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Oxalis dillenii,Native,Forb,Jul-14,2014,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Oxalis dillenii,Native,Forb,Sep-12,2012,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Oxalis dillenii,Native,Forb,Sep-13,2013,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Oxalis dillenii,Native,Forb,Sep-14,2014,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Packera anonyma,Native,Forb,Jul-14,2014,50
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Packera anonyma,Native,Forb,Jun-13,2013,85
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Packera anonyma,Native,Forb,May-14,2014,80
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Packera anonyma,Native,Forb,Sep-12,2012,90
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Packera anonyma,Native,Forb,Sep-13,2013,80
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Packera anonyma,Native,Forb,Sep-14,2014,40
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Packera anonyma,Native,Forb,Sep-15,2015,1
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Paspalum sp,UNK,C4,Sep-14,2014,2
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Pinus taeda,Native,Woody,Jul-14,2014,0.5
2_58,2,PAANMOO,2PAANMOO,Unsprayed,Ambient,Monoculture,PAAN,Pinus taeda,Native,Woody,Sep-15,2015,2
